pid,kicker,kgro,knet,ktb,kr,kry
541163,DC-0500,69,50,0,DR-1200,19
541178,RB-2200,67,45,0,MT-0550,22
541196,RB-2200,65,45,1,,0
541211,RB-2200,65,45,1,,0
541232,MP-2100,65,45,1,,0
541250,JM-4000,66,39,0,TH-1900,27
541266,MP-2100,65,45,1,,0
541272,MP-2100,65,45,1,,0
541285,MP-2100,72,43,0,AE-0500,29
541313,JM-4000,65,45,1,,0
541328,MP-2100,59,54,0,AE-0500,5
541354,MP-2100,65,45,1,,0
541367,BN-0700,68,51,0,TH-1900,17
541386,JM-4000,19,19,0,,0
541393,MP-2100,65,45,1,,0
541405,SG-0800,65,45,1,,0
541428,SG-0800,65,45,1,,0
541437,SG-0800,73,53,1,,0
541451,RL-0900,65,48,0,DM-1300,17
541461,SG-0800,74,54,1,,0
541469,RL-0900,66,47,0,DM-1300,19
541479,SG-0800,65,45,1,,0
541492,RL-0900,71,51,1,,0
541495,RL-0900,68,48,1,,0
541517,SG-0800,70,49,0,LM-1100,21
541531,RL-0900,72,52,1,,0
541539,SG-0800,66,47,0,BS-2400,19
541561,RL-0900,65,33,0,JE-0100,32
541577,SG-0800,65,45,1,,0
541589,JT-3950,74,54,1,,0
541604,JT-3950,70,41,0,CF-1000,29
541618,JT-3950,73,53,1,,0
541639,SJ-0300,74,54,1,,0
541647,JT-3950,73,53,1,,0
541662,JT-3950,74,54,1,,0
541671,SJ-0300,74,54,1,,0
541680,JT-3950,72,43,0,CF-1000,29
541682,SJ-0300,53,35,0,AA-0800,18
541687,JT-3950,73,53,1,,0
541696,SJ-0300,74,54,1,,0
541703,JT-3950,68,48,0,CF-1000,20
541719,JT-3950,72,45,0,CF-1000,27
541739,SJ-0300,70,-35,0,JJ-3900,105
541741,JT-3950,70,39,0,CF-1000,31
541769,TM-3300,65,45,1,,0
541778,MB-3000,61,41,0,TC-0050,20
541784,MB-3000,68,43,0,TC-0050,25
541792,TM-3300,73,53,1,,0
541811,TM-3300,65,45,1,,0
541827,MB-3000,74,54,1,,0
541848,TM-3300,74,54,1,,0
541851,MB-3000,65,45,1,,0
541868,TM-3300,74,54,1,,0
541894,MB-3000,65,45,1,,0
541905,MB-3000,65,45,1,,0
541915,TM-3300,65,45,1,,0
541937,BW-0350,68,51,0,SL-0900,17
541955,BW-0350,70,50,1,,0
541963,BW-0350,74,54,1,,0
541985,JH-0900,67,51,0,MS-1300,16
541999,BW-0350,74,54,1,,0
542021,JH-0900,67,26,0,MS-1300,41
542043,BW-0350,65,46,0,SL-0900,19
542049,JH-0900,35,29,0,CB-0400,6
542059,BW-0350,66,46,1,,0
542067,JH-0900,63,44,0,MS-1300,19
542081,BW-0350,70,50,1,,0
542089,BW-0350,65,45,1,,0
542101,JH-0900,38,32,0,MS-1300,6
542108,SH-0400,65,45,1,,0
542125,SH-0400,70,50,0,EG-0100,20
542143,NF-0300,63,25,0,,0
542180,SH-0400,67,46,0,EG-0100,21
542193,NF-0300,64,47,0,LW-0500,17
542230,SH-0400,60,40,1,,0
542245,SH-0400,70,30,0,EG-0100,40
542262,GZ-2000,73,45,0,TG-0900,28
542274,GZ-2000,68,46,0,TG-0900,22
542293,GZ-2000,66,43,0,TG-0900,23
542308,DA-0300,60,50,0,IP-0050,10
542337,DA-0300,65,45,1,,0
542369,GZ-2000,66,46,0,TG-0900,20
542382,DA-0300,68,37,0,IP-0050,31
542385,DA-0300,64,46,0,IP-0050,18
542402,GZ-2000,68,43,0,TG-0900,25
542411,DA-0300,45,41,0,DA-0900,4
542412,DA-0300,68,47,0,IP-0050,21
542451,DB-0200,66,46,0,BB-2530,20
542465,AH-2600,65,45,1,,0
542481,DB-0200,65,45,1,,0
542515,DB-0200,67,43,0,BB-2530,24
542532,AH-2600,65,45,1,,0
542543,AH-2600,68,51,0,LD-0850,17
542560,AH-2600,65,45,1,,0
542570,DB-0200,67,43,0,BB-2530,24
542577,DB-0200,65,45,1,,0
542582,DB-0200,70,44,0,BB-2530,26
542611,AH-2600,12,12,0,,0
542619,DB-0200,33,33,0,SH-0450,0
542625,RG-1500,67,47,0,KM-0450,20
542641,SG-1100,43,28,0,KA-0300,15
542665,RG-1500,67,44,0,KM-0450,23
542685,SG-1100,16,16,0,,0
542700,SG-1100,62,42,0,DH-2700,20
542729,RG-1500,67,10,0,KM-0450,57
542758,SG-1100,58,40,0,DH-2700,18
542774,SS-3100,57,33,0,SD-0800,24
542791,RS-3400,65,45,1,,0
542813,RS-3400,58,25,0,,0
542825,SS-3100,67,62,0,SD-0800,5
542839,SS-3100,65,40,0,DW-5050,25
542849,RS-3400,66,43,0,CR-0250,23
542891,SS-3100,57,34,0,DW-5050,23
542930,SS-3100,70,50,0,DW-5050,20
542934,RL-0900,65,44,0,MT-0550,21
542940,RL-0900,68,45,0,MT-0550,23
542959,RL-0900,61,-35,0,MT-0550,96
542961,DC-0500,66,41,0,LM-1100,25
542970,RL-0900,66,38,0,MT-0550,28
542989,RL-0900,55,42,0,MT-0550,13
543017,DC-0500,69,44,0,LM-1100,25
543069,DC-0500,67,42,0,LM-1100,25
543094,MP-2100,65,45,1,,0
543114,NN-0200,65,45,1,,0
543143,MP-2100,65,45,1,,0
543149,MP-2100,65,45,1,,0
543178,MP-2100,65,45,1,,0
543188,NN-0200,16,16,0,,0
543195,BC-2000,60,44,0,AC-1000,16
543214,MP-2100,65,45,1,,0
543228,NN-0200,47,29,0,TH-1900,18
543240,MP-2100,65,45,1,,0
543258,MP-2100,65,45,1,,0
543270,NN-0200,14,14,0,,0
543278,MN-0800,64,41,0,SD-0800,23
543297,RS-3400,69,43,0,BT-0300,26
543311,MN-0800,65,45,1,,0
543339,MN-0800,70,41,0,SD-0800,29
543360,MN-0800,65,45,1,,0
543369,RS-3400,65,45,1,,0
543415,MN-0800,61,44,0,SD-0800,17
543443,PD-0200,73,53,1,,0
543472,PD-0200,60,40,1,,0
543490,PD-0200,73,53,1,,0
543509,PD-0200,70,50,1,,0
543525,DB-0200,60,54,0,JC-5600,6
543548,DB-0200,21,21,0,,0
543563,DB-0200,68,51,0,JC-5600,17
543580,DB-0200,71,43,0,JC-5600,28
543603,PD-0200,74,54,1,,0
543614,DB-0200,28,25,0,EH-0100,3
543615,PD-0200,65,45,1,,0
543636,JF-0900,68,38,0,JR-2800,30
543641,JF-0900,65,45,1,,0
543651,JF-0900,67,44,0,JR-2800,23
543677,JF-0900,65,45,1,,0
543692,MB-3000,69,51,0,WP-0700,18
543697,MB-3000,65,0,0,WP-0700,65
543712,MB-3000,69,42,0,WP-0700,27
543720,JF-0900,65,45,1,,0
543726,MB-3000,65,45,1,,0
543764,JF-0900,65,45,1,,0
543784,MB-3000,68,42,0,WP-0700,26
543801,MC-3000,72,52,1,,0
543834,JH-0900,63,46,0,RC-1500,17
543847,MC-3000,59,39,0,SL-0900,20
543859,JH-0900,70,50,1,,0
543886,JH-0900,70,45,0,RC-1500,25
543902,MC-3000,45,33,0,MT-0900,12
543916,JH-0900,68,54,0,RC-1500,14
543947,JH-0900,67,48,0,RC-1500,19
543955,MC-3000,65,40,0,SL-0900,25
543965,MC-3000,35,28,0,TS-0700,7
543969,MK-1200,66,43,0,AE-0500,23
543987,MK-1200,48,39,0,SF-0700,9
543998,MK-1200,72,45,0,AE-0500,27
544011,JM-4000,50,30,1,,0
544027,JM-4000,70,37,0,LL-0950,33
544062,JM-4000,65,45,1,,0
544113,JM-4000,65,45,1,,0
544125,MK-1200,65,45,1,,0
544142,MK-1200,65,45,1,,0
544144,JM-4000,65,45,1,,0
544153,SG-0800,74,54,1,,0
544163,PM-0300,64,46,0,DM-1300,18
544173,SG-0800,64,49,0,TZ-0100,15
544185,PM-0300,63,40,0,DM-1300,23
544205,SG-0800,59,43,0,TZ-0100,16
544209,SG-0800,60,46,0,TH-1850,14
544222,PM-0300,69,40,0,DM-1300,29
544233,SG-0800,61,51,0,TH-1850,10
544244,PM-0300,65,41,0,DM-1300,24
544256,SG-0800,65,45,0,TH-1850,20
544275,SG-0800,72,52,1,,0
544286,SG-0800,57,39,0,TH-1850,18
544293,PM-0300,65,45,1,,0
544302,SG-0800,57,42,0,TH-1850,15
544315,SG-0800,69,49,1,,0
544328,GZ-2000,65,45,1,,0
544354,GZ-2000,70,28,0,JM-3600,42
544362,NF-0300,67,48,0,CG-1060,19
544388,NF-0300,68,46,0,CG-1060,22
544400,NF-0300,63,63,0,,0
544406,NF-0300,67,51,0,CG-1060,16
544441,NF-0300,71,51,1,,0
544454,NF-0300,69,21,0,CG-1060,48
544464,JH-3230,9,9,0,,0
544491,KF-0250,63,44,0,BB-3350,19
544498,KF-0250,64,42,0,BB-3350,22
544530,AH-2600,65,45,1,,0
544539,KF-0250,59,34,0,BB-3350,25
544569,AH-2600,72,52,1,,0
544584,AH-2600,65,45,1,,0
544593,KF-0250,53,39,0,RC-2300,14
544619,KF-0250,73,53,1,,0
544657,JS-1100,67,49,0,KM-0450,18
544664,SG-1100,65,38,0,RJ-0800,27
544688,JS-1100,70,48,0,KM-0450,22
544701,JS-1100,67,13,0,KM-0450,54
544711,SG-1100,61,34,0,RJ-0800,27
544720,JS-1100,71,51,1,,0
544729,SG-1100,64,41,0,RJ-0800,23
544739,SG-1100,73,53,1,,0
544748,JS-1100,69,32,0,KM-0450,37
544758,JS-1100,70,39,0,KM-0450,31
544768,SG-1100,67,52,0,RJ-0800,15
544783,JS-1100,76,56,1,,0
544799,SG-1100,62,34,0,RJ-0800,28
544813,SG-1100,67,47,1,,0
544823,JS-1100,72,52,1,,0
544839,SG-1100,62,33,0,RJ-0800,29
544852,JS-1100,72,52,1,,0
544862,TM-3300,72,42,0,CF-1000,30
544880,TM-3300,70,45,0,CF-1000,25
544893,TM-3300,65,49,0,TJ-2400,16
544927,SJ-0300,73,45,0,TC-0050,28
544937,TM-3300,58,46,0,JS-6650,12
544942,SJ-0300,67,-8,0,TC-0050,75
544945,TM-3300,62,47,0,JS-6650,15
544956,SJ-0300,70,50,0,TC-0050,20
544972,TM-3300,73,53,1,,0
544990,TM-3300,68,45,0,CF-1000,23
545013,SJ-0300,15,15,0,,0
545022,JT-3950,65,45,1,,0
545027,SS-3100,56,31,0,JJ-3900,25
545040,JT-3950,65,45,1,,0
545059,JT-3950,70,53,0,CR-0250,17
545111,SS-3100,68,35,0,JJ-3900,33
545130,JT-3950,68,49,0,CR-0250,19
545143,SS-3100,47,29,0,AA-0800,18
545185,RG-1500,66,47,0,TG-0900,19
545195,DA-0300,65,45,1,,0
545205,DA-0300,68,46,0,DH-2700,22
545226,DA-0300,65,39,0,DH-2700,26
545238,DA-0300,55,34,0,DH-2700,21
545258,DA-0300,65,45,1,,0
545269,DA-0300,69,39,0,DH-2700,30
545286,RG-1500,72,49,0,TG-0900,23
545301,DA-0300,68,41,0,DH-2700,27
545306,AP-1800,64,43,0,TG-0900,21
545327,SG-1100,70,50,1,,0
545342,JH-0900,69,45,0,KM-0450,24
545381,SG-1100,67,48,0,SL-0900,19
545393,JH-0900,70,40,0,KM-0450,30
545403,SG-1100,62,24,0,SL-0900,38
545407,JH-0900,70,50,1,,0
545412,JH-0900,69,40,0,KM-0450,29
545430,JH-0900,61,46,0,KM-0450,15
545434,SG-1100,50,30,1,,0
545448,SG-1100,70,50,1,,0
545458,JH-0900,69,46,0,KM-0450,23
545493,SG-1100,55,41,0,SL-0900,14
545504,SG-1100,70,50,1,,0
545540,DB-0200,74,54,1,,0
545556,DB-0200,74,54,1,,0
545581,KF-0250,65,41,0,DH-1800,24
545596,KF-0250,72,49,0,DH-1800,23
545607,KF-0250,50,30,1,,0
545619,KF-0250,65,45,1,,0
545621,KF-0250,65,45,1,,0
545633,DB-0200,69,52,0,BB-0600,17
545665,DB-0200,70,47,0,BB-0600,23
545674,KF-0250,61,53,0,LD-0850,8
545684,DB-0200,65,45,1,,0
545692,DB-0200,73,53,1,,0
545705,KF-0250,65,44,0,LD-0850,21
545719,DB-0200,10,-33,0,DH-0700,43
545721,NF-0300,64,46,0,DM-1300,18
545764,SG-0800,70,33,0,JM-3600,37
545776,SG-0800,65,45,1,,0
545780,SG-0800,70,45,0,JM-3600,25
545782,SG-0800,70,47,0,JM-3600,23
545795,SG-0800,66,42,0,JM-3600,24
545810,NF-0300,30,30,0,,0
545811,SG-0800,58,44,0,JM-3600,14
545834,ZM-0100,60,51,0,KW-2100,9
545841,NF-0300,63,52,0,DM-1300,11
545861,SG-0800,66,42,0,JM-3600,24
545866,SG-0800,66,45,0,JM-3600,21
545888,NF-0300,60,51,0,WW-0200,9
545894,RG-1500,65,45,1,,0
545904,BW-0350,55,43,0,EW-0500,12
545917,RG-1500,58,43,0,MA-1150,15
545932,RG-1500,68,30,0,MS-1300,38
545958,RG-1500,68,54,0,JR-2750,14
545966,RG-1500,65,45,1,,0
545978,BW-0350,67,40,0,EW-0500,27
545990,BW-0350,70,44,0,EW-0500,26
546003,RG-1500,65,45,1,,0
546060,MN-0800,65,43,0,CF-1000,22
546073,MN-0800,68,40,0,CF-1000,28
546089,MN-0800,67,39,0,CF-1000,28
546118,MN-0800,68,46,0,CF-1000,22
546141,SJ-0300,65,45,1,,0
546153,SJ-0300,73,48,0,BT-0300,25
546173,SJ-0300,65,45,1,,0
546186,MN-0800,71,51,1,,0
546210,MN-0800,64,47,0,CF-1000,17
546221,SS-3100,65,45,1,,0
546227,SS-3100,65,45,1,,0
546241,PD-0200,63,44,0,CR-0250,19
546271,PD-0200,72,41,0,CR-0250,31
546289,PD-0200,54,39,0,CR-0250,15
546306,SS-3100,23,18,0,EH-0100,5
546307,PD-0200,60,44,0,CR-0250,16
546330,PD-0200,47,47,0,,0
546385,MK-1200,65,45,1,,0
546399,MB-3000,68,46,0,LL-0950,22
546411,MK-1200,70,40,0,JR-2800,30
546423,MB-3000,69,45,0,LL-0950,24
546438,MK-1200,65,45,1,,0
546451,MB-3000,68,51,0,LL-0950,17
546465,MK-1200,72,52,1,,0
546468,MB-3000,65,45,1,,0
546490,MK-1200,71,51,1,,0
546501,MK-1200,72,29,0,JR-2800,43
546510,MB-3000,74,54,1,,0
546530,MP-2100,67,36,0,SD-0800,31
546542,RS-3400,69,49,1,,0
546554,RS-3400,68,18,0,TH-1900,50
546599,MP-2100,73,53,1,,0
546601,RS-3400,65,23,0,TH-1900,42
546617,RS-3400,72,52,1,,0
546626,MP-2100,66,44,0,SD-0800,22
546682,MP-2100,46,42,0,AT-1000,4
546687,RL-0900,62,49,0,JL-1100,13
546702,PM-0300,73,53,1,,0
546715,RL-0900,63,45,0,JL-1100,18
546752,PM-0300,71,51,1,,0
546758,RL-0900,68,50,0,JL-1100,18
546778,PM-0300,65,33,0,BS-2400,32
546804,PM-0300,74,54,1,,0
546822,RL-0900,60,41,0,JL-1100,19
546850,DC-0500,73,49,0,LW-0500,24
546910,DC-0500,74,54,1,,0
546921,SH-0400,74,54,1,,0
546923,SH-0400,65,45,1,,0
546945,SH-0400,72,52,1,,0
546970,DC-0500,63,-35,0,LW-0500,98
546972,SH-0400,65,45,1,,0
546980,DC-0500,74,54,1,,0
546999,RB-2200,65,45,1,,0
547006,RB-2200,65,45,1,,0
547033,JS-1100,65,47,0,DR-1200,18
547074,RB-2200,68,44,0,MS-3900,24
547076,JS-1100,69,51,0,DR-1200,18
547092,JS-1100,73,50,0,DR-1200,23
547107,RB-2200,69,49,1,,0
547132,RB-2200,65,45,1,,0
547143,JS-1100,72,43,0,DR-1200,29
547151,RB-2200,65,45,1,,0
547165,JS-1100,72,58,0,JM-2800,14
547168,JT-3950,65,45,1,,0
547220,NN-0200,70,49,0,JJ-3900,21
547236,NN-0200,65,45,1,,0
547252,NN-0200,74,49,0,JJ-3900,25
547260,JT-3950,74,54,1,,0
547300,NN-0200,65,45,1,,0
547312,JT-3950,67,47,1,,0
547330,JT-3950,74,49,0,CC-0700,25
547365,JF-0900,65,45,1,,0
547393,JF-0900,65,45,1,,0
547403,GZ-2000,65,45,1,,0
547419,JF-0900,71,40,0,CG-1060,31
547440,GZ-2000,67,42,0,WP-0700,25
547452,GZ-2000,65,45,1,,0
547466,GZ-2000,71,46,0,WP-0700,25
547487,GZ-2000,67,49,0,WP-0700,18
547512,GZ-2000,65,45,1,,0
547537,DA-0300,70,39,0,TC-0050,31
547555,DA-0300,70,44,0,TC-0050,26
547567,TM-3300,62,39,0,KW-1800,23
547591,TM-3300,74,54,1,,0
547612,DA-0300,70,47,0,TC-0050,23
547614,TM-3300,65,45,1,,0
547622,DA-0300,71,35,0,TC-0050,36
547626,DA-0300,67,47,1,,0
547637,TM-3300,65,45,1,,0
547669,DA-0300,74,42,0,TC-0050,32
547700,MC-3000,67,39,0,DW-4050,28
547708,LT-1100,67,42,0,RC-1500,25
547714,MC-3000,69,48,0,DW-4050,21
547735,LT-1100,67,37,0,RC-1500,30
547741,LT-1100,65,44,0,RC-1500,21
547755,LT-1100,66,38,0,RC-1500,28
547769,MC-3000,61,38,0,DW-4050,23
547780,LT-1100,48,36,0,DW-3000,12
547785,LT-1100,63,37,0,RC-1500,26
547814,LT-1100,68,39,0,RC-1500,29
547855,GG-0100,65,45,1,,0
547865,AH-2600,63,37,0,AE-0500,26
547875,GG-0100,71,49,0,BB-2530,22
547884,GG-0100,65,45,1,,0
547894,AH-2600,71,51,0,AE-0500,20
547905,AH-2600,68,45,0,AE-0500,23
547920,AH-2600,65,45,1,,0
547933,AH-2600,65,55,0,AE-0500,10
547946,GG-0100,60,36,0,BB-2530,24
547962,AH-2600,67,32,0,AE-0500,35
547975,GG-0100,70,50,0,BB-2530,20
547992,GG-0100,65,21,0,BB-2530,44
548004,TM-3300,65,45,1,,0
548012,MB-3000,65,45,1,,0
548045,MB-3000,71,52,0,TC-0050,19
548061,MB-3000,65,45,1,,0
548075,TM-3300,65,45,1,,0
548087,MB-3000,73,51,0,TC-0050,22
548104,TM-3300,70,48,0,JR-2800,22
548118,TM-3300,65,45,1,,0
548133,MB-3000,71,45,0,TC-0050,26
548154,MB-3000,71,44,0,TC-0050,27
548171,RG-1500,65,45,1,,0
548185,RG-1500,65,45,1,,0
548230,SH-0400,71,50,0,EW-0500,21
548244,SH-0400,50,44,0,EB-0600,6
548245,SH-0400,68,46,0,EW-0500,22
548270,RG-1500,65,45,1,,0
548315,SH-0400,73,51,0,EW-0500,22
548319,RG-1500,65,45,1,,0
548333,RL-0900,64,43,0,QC-0400,21
548349,RL-0900,59,27,0,QC-0400,32
548384,JS-1100,74,54,1,,0
548401,JS-1100,61,6,0,ME-0100,55
548407,RL-0900,60,40,1,,0
548413,RL-0900,62,53,0,QC-0400,9
548415,JS-1100,64,26,0,BS-2400,38
548427,RL-0900,59,38,0,QC-0400,21
548446,RL-0900,71,51,1,,0
548457,RL-0900,64,48,0,QC-0400,16
548468,JS-1100,65,45,1,,0
548501,GG-0100,70,39,0,SD-0800,31
548509,RS-3400,61,40,0,AE-0500,21
548517,GG-0100,65,45,1,,0
548529,RS-3400,74,54,1,,0
548542,GG-0100,65,45,1,,0
548575,RS-3400,74,54,1,,0
548601,RS-3400,65,45,1,,0
548614,GG-0100,65,45,1,,0
548633,RS-3400,66,46,0,AE-0500,20
548650,SG-0800,66,49,0,MT-0550,17
548662,SG-0800,65,45,1,,0
548695,DC-0500,69,40,0,DM-1300,29
548713,SG-0800,65,45,1,,0
548721,SG-0800,65,45,1,,0
548738,DC-0500,74,54,1,,0
548740,DC-0500,74,54,1,,0
548787,SG-0800,72,52,1,,0
548801,DC-0500,65,45,1,,0
548818,SG-0800,65,45,1,,0
548824,DC-0500,14,14,0,,0
548826,NF-0300,58,44,0,WP-0700,14
548906,JF-0900,69,42,0,JM-3600,27
548945,NF-0300,68,43,0,WP-0700,25
548959,JF-0900,61,39,0,AC-2400,22
548984,PM-0300,65,45,1,,0
549002,JH-0900,72,52,1,,0
549010,PM-0300,73,52,0,SL-0900,21
549020,JH-0900,68,48,1,,0
549034,JH-0900,73,53,1,,0
549041,PM-0300,71,49,0,SL-0900,22
549052,JH-0900,65,45,1,,0
549064,JH-0900,70,50,1,,0
549079,JH-0900,69,49,1,,0
549088,PM-0300,73,53,1,,0
549119,JH-0900,60,40,1,,0
549140,JH-0900,70,50,1,,0
549163,PM-0300,65,45,1,,0
549182,BW-0350,70,40,0,RC-1500,30
549193,MC-3000,72,52,1,,0
549212,MC-3000,64,36,0,MS-1300,28
549228,BW-0350,64,49,0,RC-1500,15
549248,BW-0350,68,45,0,RC-1500,23
549268,MC-3000,25,25,0,,0
549285,MC-3000,74,54,1,,0
549301,MC-3000,74,54,1,,0
549329,MC-3000,73,48,0,MS-1300,25
549349,DA-0300,73,53,1,,0
549376,DA-0300,74,54,1,,0
549424,GZ-2000,65,45,1,,0
549445,AL-0500,63,50,0,AP-0900,13
549467,DA-0300,68,46,0,CG-1060,22
549481,GZ-2000,73,53,1,,0
549489,DA-0300,73,53,1,,0
549498,DA-0300,65,45,1,,0
549532,RB-2200,65,45,1,,0
549540,SG-1100,64,43,0,DR-1200,21
549548,RB-2200,65,45,1,,0
549578,SG-1100,65,45,1,,0
549603,SG-1100,65,45,1,,0
549630,SG-1100,64,29,0,DR-1200,35
549651,SG-1100,65,45,1,,0
549667,RB-2200,60,46,0,KM-0450,14
549712,MP-2100,65,45,1,,0
549731,MP-2100,65,45,1,,0
549741,MK-1200,65,45,1,,0
549753,MK-1200,72,46,0,TH-1900,26
549789,MK-1200,65,45,1,,0
549809,MP-2100,65,45,1,,0
549823,MP-2100,65,45,1,,0
549827,MP-2100,65,45,1,,0
549842,MK-1200,65,45,1,,0
549857,MP-2100,65,45,1,,0
549873,MK-1200,65,45,1,,0
549883,MK-1200,16,16,0,,0
549889,NN-0200,70,70,0,BT-0300,0
549909,MN-0800,62,46,0,CC-0700,16
549923,NN-0200,59,42,0,BT-0300,17
549927,NN-0200,73,48,0,BT-0300,25
549939,MN-0800,74,54,1,,0
549974,MN-0800,63,39,0,CC-0700,24
550040,MN-0800,66,40,0,CC-0700,26
550047,MN-0800,65,45,1,,0
550061,PD-0200,68,51,0,CF-1000,17
550099,PD-0200,56,40,0,CF-1000,16
550107,PD-0200,69,37,0,CF-1000,32
550125,SJ-0300,65,45,1,,0
550143,SJ-0300,74,54,1,,0
550156,PD-0200,63,47,0,JS-6650,16
550179,SJ-0300,74,56,0,JC-5600,18
550212,PD-0200,69,49,0,CF-1000,20
550231,SJ-0300,21,21,0,,0
550233,SS-3100,70,50,1,,0
550252,SS-3100,69,47,0,JJ-3900,22
550273,JT-3950,74,54,1,,0
550288,JT-3950,74,54,1,,0
550305,JT-3950,67,25,0,CR-0250,42
550316,SS-3100,71,41,0,JJ-3900,30
550318,JT-3950,62,43,0,CR-0250,19
550327,SS-3100,61,39,0,JJ-3900,22
550346,JT-3950,73,53,1,,0
550373,SS-3100,66,46,1,,0
550392,DB-0200,65,45,1,,0
550414,AH-2600,72,52,1,,0
550432,DB-0200,70,49,0,BB-2530,21
550451,AH-2600,65,45,1,,0
550465,DB-0200,70,48,0,BB-2530,22
550472,AH-2600,65,45,1,,0
550481,DB-0200,65,45,1,,0
550494,AH-2600,74,54,1,,0
550508,DB-0200,65,43,0,BB-2530,22
550519,AH-2600,63,41,0,DH-1800,22
550529,DB-0200,65,45,1,,0
550536,DB-0200,65,45,1,,0
550550,AH-2600,9,9,0,,0
550552,LT-1100,65,45,1,,0
550572,LT-1100,65,45,1,,0
550578,KF-0250,65,41,0,DW-4050,24
550617,LT-1100,70,31,0,NP-0100,39
550624,KF-0250,67,41,0,DW-4050,26
550631,KF-0250,64,46,0,DW-4050,18
550655,LT-1100,71,51,0,BB-0600,20
550669,KF-0250,64,15,0,DW-4050,49
550697,SJ-0300,66,33,0,TH-1900,33
550710,MP-2100,74,54,1,,0
550726,MP-2100,64,46,0,MG-1000,18
550741,MP-2100,65,45,1,,0
550769,SJ-0300,65,45,1,,0
550779,MP-2100,65,45,1,,0
550798,MP-2100,73,57,0,MG-1000,16
550806,MP-2100,65,45,1,,0
550819,MP-2100,69,49,1,,0
550845,SJ-0300,14,14,0,,0
550858,JB-7100,72,52,1,,0
550871,DB-0200,70,35,0,BT-0300,35
550878,JB-7100,73,53,1,,0
550891,JB-7100,73,53,1,,0
550909,DB-0200,66,46,0,BT-0300,20
550923,JB-7100,66,52,0,DH-1800,14
550935,DB-0200,52,42,0,OC-0150,10
550951,JB-7100,70,50,1,,0
550963,JB-7100,71,51,1,,0
551003,DB-0200,72,52,1,,0
551023,GZ-2000,70,40,0,LM-1100,30
551050,RL-0900,52,36,0,CG-1060,16
551097,RL-0900,61,36,0,CG-1060,25
551098,RL-0900,63,35,0,CG-1060,28
551112,GZ-2000,67,40,0,LM-1100,27
551123,RL-0900,61,42,0,CG-1060,19
551170,GZ-2000,64,42,0,BS-2400,22
551176,PD-0200,65,45,1,,0
551179,RS-3400,54,39,0,JC-5600,15
551207,PD-0200,65,45,1,,0
551218,PD-0200,65,45,1,,0
551258,RS-3400,48,25,0,,0
551267,PD-0200,65,45,1,,0
551278,PD-0200,70,50,0,SD-0800,20
551299,PD-0200,54,45,0,JB-2950,9
551312,PD-0200,62,40,0,JB-2950,22
551335,MK-1200,65,45,1,,0
551396,AH-2600,72,50,0,TU-0200,22
551411,AH-2600,67,42,0,TU-0200,25
551423,AH-2600,65,45,1,,0
551435,MK-1200,58,25,0,DL-1700,33
551468,MK-1200,66,43,0,BB-2530,23
551485,MK-1200,69,37,0,BB-2530,32
551495,AH-2600,66,46,1,,0
551518,PM-0300,74,54,1,,0
551530,RB-2200,74,54,1,,0
551551,PM-0300,74,54,1,,0
551562,RB-2200,74,54,1,,0
551581,RB-2200,74,54,1,,0
551596,RB-2200,74,54,1,,0
551604,RB-2200,74,54,1,,0
551620,PM-0300,74,54,1,,0
551633,PM-0300,74,54,1,,0
551654,RB-2200,74,54,1,,0
551667,PM-0300,74,54,1,,0
551674,PM-0300,74,54,1,,0
551688,JS-1100,65,45,1,,0
551737,JS-1100,65,45,1,,0
551763,NF-0300,67,54,0,JT-3000,13
551778,NF-0300,62,39,0,JT-3000,23
551797,NF-0300,68,44,0,JT-3000,24
551810,NF-0300,69,51,0,JT-3000,18
551824,JS-1100,65,45,1,,0
551853,MB-3000,68,42,0,AS-2300,26
551866,GG-0100,69,48,0,JR-2800,21
551890,GG-0100,65,45,1,,0
551903,GG-0100,66,45,0,JR-2800,21
551924,GG-0100,65,45,1,,0
551936,GG-0100,56,49,0,JS-4800,7
551951,MB-3000,67,45,0,AS-2300,22
551970,MB-3000,55,49,0,AS-2300,6
551994,GG-0100,65,45,1,,0
552011,MB-3000,10,10,0,,0
552014,JT-3950,74,54,1,,0
552026,KF-0250,64,46,0,JJ-3900,18
552033,JT-3950,67,48,0,NP-0100,19
552044,KF-0250,70,32,0,JJ-3900,38
552066,JT-3950,71,51,1,,0
552073,JT-3950,73,53,1,,0
552099,KF-0250,67,41,0,JJ-3900,26
552111,KF-0250,66,30,0,JJ-3900,36
552129,KF-0250,62,62,0,,0
552156,JT-3950,68,49,0,NP-0100,19
552172,KF-0250,65,45,1,,0
552174,KF-0250,67,40,0,JJ-3900,27
552183,NN-0200,65,45,1,,0
552213,NN-0200,73,44,0,CR-0250,29
552257,NN-0200,61,27,0,CR-0250,34
552270,NN-0200,65,55,0,CR-0250,10
552278,SS-3100,68,43,0,MS-3900,25
552298,NN-0200,70,41,0,CR-0250,29
552301,NN-0200,65,45,1,,0
552311,SS-3100,60,40,1,,0
552330,NN-0200,65,46,0,CR-0250,19
552344,SS-3100,30,30,0,,0
552366,SS-3100,46,46,0,MS-3900,0
552369,AP-1800,65,45,1,,0
552377,BW-0350,63,48,0,EW-0500,15
552387,BW-0350,69,54,0,EW-0500,15
552441,AP-1800,62,41,0,AJ-0400,21
