pid,punter,pgro,pnet,ptb,pr,pry,pfc
9512,MK-1100,27,27,0,,0,0
9528,KW-0200,36,36,0,JT-3900,0,1
9532,MK-1100,48,36,0,MB-1000,12,0
9553,MK-1100,52,48,0,MB-1000,4,0
9587,KW-0200,42,42,0,JT-3900,0,1
9623,MK-1100,47,47,0,MB-1000,0,1
9648,KW-0200,42,45,0,JT-3900,-3,0
9679,MT-2300,47,46,0,CY-0100,1,0
9720,DP-1700,16,16,0,,0,0
9756,DP-1700,31,31,0,,0,0
9772,DP-1700,36,36,0,,0,0
9799,MT-2300,70,50,1,,0,0
9817,MT-2300,64,64,0,,0,0
9821,DP-1700,42,42,0,,0,0
9827,CG-0300,47,7,0,JL-1600,40,0
9831,KR-0700,41,41,0,DN-1400,0,1
9836,CG-0300,44,35,0,JL-1600,9,0
9854,CG-0300,52,32,0,JL-1600,20,0
9882,CG-0300,60,55,0,DS-4000,5,0
9903,KR-0700,45,25,0,DN-1400,20,0
9943,KR-0700,42,30,0,DN-1400,12,0
9987,TR-0900,62,50,0,TB-3300,12,0
9998,TR-0900,45,39,0,TB-3300,6,0
10004,LJ-1000,43,43,0,,0,0
10025,LJ-1000,56,50,0,DO-0200,6,0
10030,TR-0900,47,43,0,TB-3300,4,0
10035,LJ-1000,38,18,1,,0,0
10043,TR-0900,52,32,1,,0,0
10073,LJ-1000,49,37,0,DO-0200,12,0
10078,TR-0900,40,40,0,TB-3300,0,1
10108,LJ-1000,56,56,0,,0,0
10127,LJ-1000,30,30,0,,0,0
10146,MB-2100,43,29,0,DH-4200,14,0
10166,JJ-2300,44,44,0,TW-0400,0,1
10170,MB-2100,51,33,0,DH-4200,18,0
10175,JJ-2300,46,37,0,TW-0400,9,0
10184,MB-2100,37,17,1,,0,0
10195,JJ-2300,28,28,0,TW-0400,0,1
10200,MB-2100,32,32,0,,0,0
10212,MB-2100,49,16,0,DH-4200,33,0
10216,JJ-2300,55,42,0,TW-0400,13,0
10246,MB-2100,49,49,0,DH-4200,0,0
10252,JJ-2300,41,36,0,TW-0400,5,0
10334,JB-3500,46,46,0,,0,0
10338,BB-1100,50,30,1,,0,0
10342,JB-3500,34,34,0,GM-1100,0,1
10356,BB-1100,34,22,0,AR-1700,12,0
10360,JB-3500,36,36,0,GM-1100,0,1
10364,BB-1100,40,40,0,,0,0
10371,JB-3500,44,24,1,,0,0
10389,BB-1100,37,37,0,AR-1700,0,1
10404,BB-1100,38,38,0,AR-1700,0,1
10409,JB-3500,46,46,0,,0,0
10432,BB-1100,43,43,0,,0,0
10436,JB-3500,38,38,0,GM-1100,0,1
10440,BB-1100,42,44,0,AR-1700,-2,0
10480,BB-1100,31,31,0,AR-1700,0,1
10495,BB-0800,65,52,0,TE-0200,13,0
10501,JM-4700,-20,-20,0,,0,0
10515,BB-0800,43,12,0,TE-0200,31,0
10539,BB-0800,50,30,1,,0,0
10583,JM-4700,45,36,0,RS-2400,9,0
10593,BB-0800,42,35,0,HP-0100,7,0
10636,JM-4700,57,37,1,,0,0
10663,SP-1400,39,39,0,,0,0
10667,CS-3700,48,28,0,MC-1700,20,0
10688,SP-1400,48,45,0,KW-1500,3,0
10703,CS-3700,35,35,0,MC-1700,0,1
10712,SP-1400,48,28,1,,0,0
10741,CS-3700,42,40,0,MC-1700,2,0
10746,SP-1400,40,40,0,KW-1500,0,1
10773,CS-3700,34,27,0,MC-1700,7,0
10805,CS-3700,27,27,0,MC-1700,0,0
10818,CS-3700,41,38,0,MC-1700,3,0
10837,DB-1500,57,54,0,AH-0200,3,0
10926,DB-1500,52,23,0,AH-0200,29,0
10936,DB-1500,56,40,0,TH-2600,16,0
11005,BM-0700,64,44,1,,0,0
11009,CH-2900,46,40,0,TB-0400,6,0
11013,BM-0700,53,53,0,,0,0
11038,BM-0700,52,32,1,,0,0
11071,BM-0700,57,55,0,DM-0500,2,0
11079,SM-2400,46,46,0,TB-0400,0,1
11109,BM-0700,51,43,0,DM-0500,8,0
11113,CH-2900,42,30,0,TB-0400,12,0
11139,CH-2900,31,31,0,,0,0
11158,TB-0600,46,46,0,,0,0
11165,MR-2100,45,39,0,DS-0400,6,0
11170,TB-0600,39,39,0,KW-1100,0,1
11188,TB-0600,48,37,0,KW-1100,11,0
11192,MR-2100,51,46,0,DS-0400,5,0
11200,TB-0600,45,45,0,KW-1100,0,1
11207,MR-2100,48,43,0,DS-0400,5,0
11211,TB-0600,38,30,0,KW-1100,8,0
11218,MR-2100,47,42,0,DS-0400,5,0
11228,MR-2100,39,39,0,DS-0400,0,0
11236,TB-0600,38,18,1,,0,0
11243,MR-2100,40,40,0,DS-0400,0,1
11258,MR-2100,51,44,0,DS-0400,7,0
11262,TB-0600,45,52,0,KW-1100,-7,0
11280,TB-0600,42,42,0,JG-3200,0,0
11284,MR-2100,42,42,0,DS-0400,0,1
11289,TB-0600,47,27,1,,0,0
11324,TB-0600,52,51,0,JG-3200,1,0
11328,MR-2100,50,-7,0,DS-0400,57,0
11351,DS-4900,35,35,0,BM-3300,0,1
11362,DS-4900,24,24,0,BM-3300,0,1
11367,SL-0100,42,34,0,TD-2500,8,0
11385,DS-4900,47,37,0,BM-3300,10,0
11390,SL-0100,43,36,0,TD-2500,7,0
11394,DS-4900,40,40,0,BM-3300,0,1
11417,DS-4900,44,39,0,BM-3300,5,0
11422,DS-4900,30,30,0,,0,0
11438,DS-4900,37,37,0,BM-3300,0,1
11442,SL-0100,53,-17,0,TD-2500,70,0
11457,DS-4900,39,39,0,BM-3300,0,1
11538,TS-0500,40,34,0,CR-1500,6,0
11545,JF-0800,33,33,0,,0,0
11576,TS-0500,66,46,1,,0,0
11584,JF-0800,31,31,0,DH-0600,0,1
11589,TS-0500,31,31,0,KJ-1300,0,1
11604,TS-0500,40,15,0,KJ-1300,25,0
11608,JF-0800,34,34,0,,0,0
11618,JF-0800,52,47,0,DH-0600,5,0
11637,TS-0500,35,35,0,,0,0
11643,JF-0800,40,18,0,DH-0600,22,0
11655,JF-0800,46,46,0,DH-0600,0,1
11663,TS-0500,48,33,0,CR-1500,15,0
11672,SP-1400,45,36,0,DN-1400,9,0
11679,CG-0300,34,14,1,,0,0
11683,SP-1400,52,34,0,DN-1400,18,0
11714,CG-0300,39,34,0,MC-1700,5,0
11722,CG-0300,55,44,0,MC-1700,11,0
11751,CG-0300,34,34,0,MC-1700,0,1
11766,CG-0300,42,42,0,MC-1700,0,0
11782,CG-0300,29,29,0,MC-1700,0,0
11791,SP-1400,46,46,0,DN-1400,0,0
11796,CG-0300,61,46,0,MC-1700,15,0
11828,BM-0700,33,33,0,WO-0200,0,0
11866,DS-4900,33,33,0,TB-0400,0,1
11872,BM-0700,27,27,0,TD-2500,0,1
11917,BM-0700,42,42,0,TD-2500,0,0
11922,DS-4900,36,36,0,TB-0400,0,1
11926,BM-0700,45,47,0,TD-2500,-2,0
11930,DS-4900,45,45,0,,0,0
11934,BM-0700,36,36,0,TD-2500,0,1
11940,BM-0700,34,34,0,,0,0
11949,DS-4900,42,36,0,TB-0400,6,0
11955,DS-4900,27,27,0,TB-0400,0,1
11964,BM-0700,30,30,0,,0,0
11984,JF-0800,36,26,0,IB-0300,10,0
11992,KW-0200,31,31,0,,0,0
11998,JF-0800,47,47,0,MB-1000,0,0
12010,JF-0800,48,48,0,MB-1000,0,0
12030,JF-0800,49,44,0,MB-1000,5,0
12043,JF-0800,36,26,0,MB-1000,10,0
12054,JF-0800,28,28,0,IB-0300,0,1
12068,KW-0200,40,40,0,,0,0
12118,JF-0800,38,38,0,RG-1700,0,0
12144,TG-1500,28,28,0,,0,0
12148,BB-1100,39,28,0,CM-3100,11,0
12160,TG-1500,21,21,0,,0,0
12187,BB-1100,31,31,0,CM-3100,0,1
12227,BB-1100,42,36,0,CM-3100,6,0
12233,TG-1500,44,41,0,GM-1100,3,0
12238,BB-1100,49,49,0,,0,0
12243,TG-1500,47,22,0,GM-1100,25,0
12247,BB-1100,40,31,0,CM-3100,9,0
12292,TG-1500,31,26,0,GM-1100,5,0
12300,TG-1500,37,37,0,GM-1100,0,1
12331,CH-2900,30,30,0,,0,0
12335,DP-1700,47,30,0,DM-0500,17,0
12343,DP-1700,27,27,0,,0,0
12349,CH-2900,45,25,1,,0,0
12385,CH-2900,44,44,0,CY-0100,0,1
12396,DP-1700,46,40,0,DM-0500,6,0
12408,DP-1700,32,27,0,DM-0500,5,0
12422,DP-1700,35,24,0,DM-0500,11,0
12426,CH-2900,38,38,0,CY-0100,0,1
12430,DP-1700,27,27,0,,0,0
12447,DP-1700,46,32,0,DM-0500,14,0
12451,CH-2900,38,32,0,CY-0100,6,0
12482,JB-3500,38,33,0,DH-4200,5,0
12489,JB-3500,43,43,0,DH-4200,0,1
12494,JJ-2300,50,59,0,AR-1700,-9,0
12512,JJ-2300,57,41,0,CL-0600,16,0
12516,JB-3500,9,9,0,,0,0
12527,JB-3500,40,36,0,DH-4200,4,0
12540,JJ-2300,51,40,0,CL-0600,11,0
12557,JJ-2300,46,39,0,CL-0600,7,0
12598,JJ-2300,36,36,0,CL-0600,0,1
12614,JJ-2300,44,28,0,CL-0600,16,0
12626,JJ-2300,39,39,0,CL-0600,0,1
12650,CM-2600,35,35,0,,0,0
12654,MT-2300,25,25,0,,0,0
12665,MT-2300,40,40,0,,0,0
12675,CM-2600,47,36,0,LS-0700,11,0
12688,CM-2600,46,36,0,LS-0700,10,0
12701,CM-2600,53,53,0,,0,0
12712,CM-2600,33,23,0,JO-0400,10,0
12718,MT-2300,41,41,0,,0,0
12740,CM-2600,42,42,0,LS-0700,0,1
12744,MT-2300,38,38,0,CW-0900,0,1
12756,MT-2300,50,50,0,,0,0
12768,MT-2300,39,39,0,CW-0900,0,0
12786,MT-2300,31,31,0,CW-0900,0,1
12807,HS-0200,30,30,0,TB-3300,0,1
12817,LJ-1000,54,48,0,TW-2100,6,0
12825,HS-0200,34,34,0,,0,0
12831,LJ-1000,43,43,0,,0,0
12846,LJ-1000,43,43,0,TW-2100,0,0
12927,HS-0200,61,46,0,TB-3300,15,0
12931,LJ-1000,42,42,0,TW-2100,0,1
12940,LJ-1000,36,16,1,,0,0
12949,LJ-1000,43,43,0,,0,0
12968,JM-4700,43,37,0,DW-0800,6,0
12972,TT-1700,32,32,0,,0,0
12979,JM-4700,25,25,0,DW-0800,0,1
12983,TT-1700,42,31,0,HP-0100,11,0
12987,JM-4700,23,23,0,DW-0800,0,1
13046,TT-1700,55,48,0,HP-0100,7,0
13054,JM-4700,36,36,0,,0,0
13060,JM-4700,38,18,1,,0,0
13065,TT-1700,56,49,0,HP-0100,7,0
13113,SL-0100,47,46,0,DS-0400,1,0
13125,SL-0100,39,39,0,,0,0
13132,TB-0600,36,36,0,BM-3300,0,1
13136,SL-0100,49,27,0,DS-0400,22,0
13141,SL-0100,39,19,1,,0,0
13172,TB-0600,25,25,0,BM-3300,0,1
13187,TB-0600,37,21,0,BM-3300,16,0
13197,TB-0600,42,42,0,BM-3300,0,1
13204,SL-0100,50,41,0,DS-0400,9,0
13244,SL-0100,46,39,0,DS-0400,7,0
13250,TB-0600,35,15,1,,0,0
13257,SL-0100,43,35,0,DS-0400,8,0
13266,TB-0600,48,36,0,BM-3300,12,0
13276,TR-0900,54,44,0,NJ-0200,10,0
13294,DB-1500,57,49,0,DO-0200,8,0
13305,TR-0900,23,23,0,,0,0
13309,DB-1500,37,37,0,DO-0200,0,1
13317,TR-0900,28,28,0,,0,0
13326,DB-1500,27,27,0,DO-0200,0,1
13330,TR-0900,38,38,0,,0,0
13342,TR-0900,33,33,0,NJ-0200,0,1
13364,DB-1500,44,44,0,DO-0200,0,0
13372,DB-1500,46,26,1,,0,0
13378,TR-0900,31,33,0,NJ-0200,-2,0
13389,DB-1500,63,63,0,,0,0
13393,TR-0900,46,44,0,NJ-0200,2,0
13398,DB-1500,34,34,0,DO-0200,0,1
13412,TR-0900,30,30,0,NJ-0200,0,1
13433,TR-0900,42,42,0,,0,0
13437,DB-1500,66,2,0,DO-0200,64,0
13466,CS-3700,26,26,0,,0,0
13472,SL-0400,66,46,1,,0,0
13476,CS-3700,26,26,0,,0,0
13486,CS-3700,34,34,0,DG-1800,0,1
13491,SL-0400,22,22,0,,0,0
13498,CS-3700,-11,-11,0,,0,0
13528,SL-0400,39,39,0,KW-1500,0,1
13574,CS-3700,33,21,0,DG-1800,12,0
13626,SL-0400,47,27,1,,0,0
13657,KR-0700,50,43,0,RS-2400,7,0
13665,BB-0800,55,39,0,JL-1600,16,0
13677,KR-0700,37,27,0,RS-2400,10,0
13682,BB-0800,11,11,0,,0,0
13694,KR-0700,37,17,1,,0,0
13715,KR-0700,37,37,0,RS-2400,0,0
13720,BB-0800,43,23,1,,0,0
13724,KR-0700,33,33,0,,0,0
13733,KR-0700,50,37,0,RS-2400,13,0
13755,BB-0800,46,46,0,,0,0
13765,KR-0700,41,41,0,RS-2400,0,0
13769,BB-0800,35,27,0,JL-1600,8,0
13793,KR-0700,40,40,0,,0,0
13819,KR-0700,52,44,0,RS-2400,8,0
13840,MR-2100,53,50,0,TW-0400,3,0
13930,MB-2100,53,37,0,AH-1600,16,0
13947,MB-2100,51,41,0,AH-1600,10,0
14014,SP-1400,40,40,0,BM-3300,0,1
14038,SP-1400,50,50,0,BM-3300,0,0
14082,SL-0100,52,32,1,,0,0
14095,SL-0100,41,43,0,MC-1700,-2,0
14116,SL-0100,48,38,0,MC-1700,10,0
14121,SP-1400,49,46,0,BM-3300,3,0
14153,CM-2600,32,32,0,NJ-0200,0,1
14158,DB-1500,36,36,0,,0,0
14162,CM-2600,37,17,1,,0,0
14181,CM-2600,47,35,0,NJ-0200,12,0
14203,CM-2600,50,42,0,NJ-0200,8,0
14208,DB-1500,44,44,0,CW-0900,0,1
14219,DB-1500,48,48,0,,0,0
14224,CM-2600,41,41,0,NJ-0200,0,1
14243,CM-2600,47,39,0,NJ-0200,8,0
14252,CM-2600,51,45,0,NJ-0200,6,0
14259,DB-1500,34,34,0,,0,0
14278,DB-1500,48,40,0,CW-0900,8,0
14286,CM-2600,40,30,0,NJ-0200,10,0
14292,DB-1500,47,47,0,,0,0
14297,CM-2600,45,38,0,NJ-0200,7,0
14303,DB-1500,36,16,1,,0,0
14325,CM-2600,42,42,0,,0,0
14352,CG-0300,49,49,0,,0,0
14361,TR-0900,28,28,0,,0,0
14365,CG-0300,48,38,0,DO-0200,10,0
14370,TR-0900,43,21,0,DN-1400,22,0
14391,CG-0300,56,46,0,DO-0200,10,0
14404,CG-0300,48,37,0,TB-3700,11,0
14452,CG-0300,44,44,0,DO-0200,0,1
14467,CG-0300,41,41,0,,0,0
14474,TR-0900,41,41,0,,0,0
14496,CG-0300,37,37,0,,0,0
14502,TR-0900,47,27,1,,0,0
14507,CG-0300,47,47,0,DO-0200,0,1
14517,CS-3700,35,35,0,AR-1700,0,1
14521,JB-3500,44,40,0,KW-1500,4,0
14525,CS-3700,21,21,0,,0,0
14529,JB-3500,37,37,0,,0,0
14542,CS-3700,37,17,1,,0,0
14554,CS-3700,43,23,1,,0,0
14559,JB-3500,40,40,0,KW-1500,0,1
14565,CS-3700,32,32,0,AR-1700,0,1
14572,JB-3500,34,34,0,KW-1500,0,1
14631,JB-3500,37,34,0,KW-1500,3,0
14683,TS-0500,66,46,1,,0,0
14733,SL-0400,45,45,0,,0,0
14772,TS-0500,57,40,0,DG-1800,17,0
14777,SL-0400,55,35,1,,0,0
14787,TS-0500,47,27,1,,0,0
14817,SL-0400,52,41,0,DH-0600,11,0
14824,TS-0500,34,34,0,DG-1800,0,1
14875,TT-1700,61,41,1,,0,0
14879,LJ-1000,39,36,0,DW-0800,3,0
14885,LJ-1000,28,28,0,DW-0800,0,1
14889,TT-1700,53,33,0,TB-3300,20,0
14931,TT-1700,35,35,0,TB-3300,0,1
14936,LJ-1000,38,32,0,DW-0800,6,0
14953,LJ-1000,39,31,0,DW-0800,8,0
14959,TT-1700,32,24,0,TB-3300,8,0
14985,TT-1700,32,25,0,TB-3300,7,0
14997,LJ-1000,37,37,0,,0,0
15003,TT-1700,39,19,1,,0,0
15018,KW-0200,34,22,0,CM-3100,12,0
15028,KW-0200,41,41,0,CM-3100,0,1
15041,KW-0200,35,31,0,CM-3100,4,0
15058,KW-0200,37,37,0,CM-3100,0,0
15065,TG-1500,49,49,0,IU-0100,0,1
15071,KW-0200,40,40,0,CM-3100,0,1
15076,TG-1500,41,29,0,IU-0100,12,0
15105,TG-1500,29,29,0,,0,0
15112,KW-0200,24,24,0,CM-3100,0,1
15122,TG-1500,36,36,0,IU-0100,0,1
15127,KW-0200,26,26,0,CM-3100,0,1
15136,TG-1500,31,31,0,IU-0100,0,1
15147,KW-0200,24,24,0,CM-3100,0,1
15164,KW-0200,37,26,0,CM-3100,11,0
15188,BM-0700,27,27,0,WM-0400,0,1
15207,BM-0700,14,14,0,,0,0
15225,BM-0700,52,32,1,,0,0
15240,MK-1100,43,32,0,TB-0400,11,0
15246,BM-0700,49,33,0,WM-0400,16,0
15297,BM-0700,53,41,0,WM-0400,12,0
15314,MK-1100,42,12,0,TB-0400,30,0
15319,BM-0700,39,19,1,,0,0
15325,MK-1100,45,39,0,TB-0400,6,0
15329,BM-0700,44,38,0,WM-0400,6,0
15359,DP-1700,44,24,1,,0,0
15371,JM-4700,40,40,0,,0,0
15376,DP-1700,46,46,0,,0,0
15380,JM-4700,32,32,0,CY-0100,0,1
15391,JM-4700,57,57,0,CY-0100,0,0
15395,DP-1700,40,23,0,HP-0100,17,0
15399,JM-4700,19,19,0,,0,0
15403,DP-1700,40,34,0,HP-0100,6,0
15407,JM-4700,56,53,0,CY-0100,3,0
15416,DP-1700,50,48,0,HP-0100,2,0
15421,JM-4700,58,33,0,CY-0100,25,0
15433,DP-1700,51,41,0,HP-0100,10,0
15437,JM-4700,56,46,0,PW-0400,10,0
15445,DP-1700,41,41,0,HP-0100,0,1
15452,JM-4700,50,44,0,CY-0100,6,0
15456,DP-1700,35,35,0,HP-0100,0,1
15462,JM-4700,59,63,0,CY-0100,-4,0
15474,DP-1700,48,44,0,HP-0100,4,0
15485,JM-4700,43,23,1,,0,0
15492,DP-1700,48,9,0,HP-0100,39,0
15496,JM-4700,30,30,0,,0,0
15510,JM-4700,26,26,0,CY-0100,0,1
15575,JF-0800,31,31,0,TW-2100,0,1
15621,JF-0800,35,30,0,TW-2100,5,0
15637,JF-0800,40,40,0,,0,0
15668,HS-0200,45,28,0,CR-1500,17,0
15697,JB-0600,34,34,0,WO-0200,0,1
15703,DS-4900,42,42,0,,0,0
15772,JB-0600,37,37,0,TD-2500,0,1
15777,DS-4900,36,36,0,AH-0200,0,1
15790,DS-4900,51,50,0,AH-0200,1,0
15802,DS-4900,44,44,0,AH-0200,0,1
15816,DS-4900,40,40,0,,0,0
15820,JB-0600,35,36,0,WO-0200,-1,0
15855,KR-0700,30,30,0,JT-2800,0,1
15859,TB-0600,38,36,0,JL-1600,2,0
15864,KR-0700,30,30,0,,0,0
15868,TB-0600,45,33,0,JL-1600,12,0
15872,KR-0700,47,43,0,JT-2800,4,0
15882,TB-0600,40,40,0,JL-1600,0,1
15890,KR-0700,55,36,0,JT-2800,19,0
15951,KR-0700,40,20,1,,0,0
15968,KR-0700,40,40,0,JT-2800,0,1
15972,TB-0600,45,45,0,,0,0
15979,KR-0700,41,41,0,,0,0
15996,MB-2100,36,36,0,,0,0
16004,BB-1100,45,25,1,,0,0
16013,MB-2100,35,21,0,WH-0200,14,0
16026,MB-2100,31,31,0,WH-0200,0,1
16033,BB-1100,29,29,0,TW-0400,0,1
16038,MB-2100,55,56,0,GM-1100,-1,0
16056,BB-1100,41,16,0,TW-0400,25,0
16068,BB-1100,22,22,0,TW-0400,0,1
16084,BB-1100,27,27,0,TW-0400,0,1
16097,BB-1100,28,28,0,TW-0400,0,1
16105,MB-2100,43,27,0,GM-1100,16,0
16131,BB-1100,50,43,0,TW-0400,7,0
16154,CH-2900,51,44,0,RS-2400,7,0
16158,BB-0800,43,34,0,DM-0500,9,0
16163,CH-2900,44,44,0,RS-2400,0,1
16183,BB-0800,61,41,0,DM-0500,20,0
16199,BB-0800,27,27,0,,0,0
16234,BB-0800,38,38,0,YT-0100,0,1
16272,CH-2900,53,35,0,RS-2400,18,0
16276,BB-0800,54,45,0,YT-0100,9,0
16322,JJ-2300,54,39,0,AH-1600,15,0
16332,JJ-2300,44,38,0,AH-1600,6,0
16336,MR-2100,44,44,0,DH-4200,0,1
16347,JJ-2300,-30,-30,0,,0,0
16388,JJ-2300,38,18,1,,0,0
16401,MR-2100,45,45,0,DH-4200,0,1
16406,JJ-2300,41,41,0,AH-1600,0,1
16410,MR-2100,46,40,0,DH-4200,6,0
16437,JJ-2300,43,38,0,AH-1600,5,0
16500,DS-4900,38,38,0,,0,0
16533,TG-1500,40,40,0,TD-2500,0,1
16556,TG-1500,42,42,0,TD-2500,0,1
16565,DS-4900,45,32,0,CM-3100,13,0
16575,DS-4900,60,60,0,,0,0
16579,TG-1500,37,37,0,TD-2500,0,1
16588,DS-4900,33,33,0,CM-3100,0,1
16621,KR-0700,52,44,0,DM-0500,8,0
16642,CH-2900,55,44,0,JL-1600,11,0
16666,CH-2900,33,33,0,,0,0
16676,KR-0700,26,26,0,DM-0500,0,1
16680,CH-2900,62,53,0,JL-1600,9,0
16684,KR-0700,39,10,0,DM-0500,29,0
16701,CH-2900,50,50,0,,0,0
16712,CH-2900,48,28,1,,0,0
16719,KR-0700,33,33,0,DM-0500,0,1
16723,CH-2900,41,39,0,JL-1600,2,0
16739,KR-0700,34,34,0,,0,0
16757,CH-2900,32,12,1,,0,0
16805,KW-0200,35,35,0,KW-1500,0,1
16866,CS-3700,37,24,0,IU-0100,13,0
16897,KW-0200,49,49,0,,0,0
16965,DP-1700,33,33,0,,0,0
16972,TR-0900,38,38,0,CY-0100,0,1
16991,TR-0900,31,31,0,,0,0
17023,DP-1700,47,47,0,DO-0200,0,1
17033,DP-1700,46,26,1,,0,0
17061,DP-1700,50,42,0,DO-0200,8,0
17073,DP-1700,57,55,0,DO-0200,2,0
17118,MK-1100,49,29,1,,0,0
17124,SP-1400,39,39,0,WM-0400,0,0
17128,MK-1100,34,34,0,,0,0
17146,SP-1400,48,-11,0,WM-0400,59,0
17152,SP-1400,37,37,0,WM-0400,0,1
17199,SP-1400,47,45,0,WM-0400,2,0
17224,SP-1400,44,37,0,WM-0400,7,0
17249,MK-1100,42,38,0,MC-1700,4,0
17320,HS-0200,33,33,0,TB-3300,0,1
17379,HS-0200,37,37,0,TB-3300,0,1
17386,LJ-1000,50,36,0,TW-2100,14,0
17403,LJ-1000,52,38,0,TW-2100,14,0
17460,TB-0600,52,32,1,,0,0
17475,TB-0600,38,38,0,RS-2400,0,0
17487,BB-0800,48,23,0,JT-2800,25,0
17523,TB-0600,33,33,0,RS-2400,0,1
17527,BB-0800,52,52,0,,0,0
17535,BB-0800,51,44,0,JT-2800,7,0
17554,TB-0600,45,39,0,RB-1100,6,0
17559,BB-0800,49,49,0,,0,0
17564,TB-0600,53,44,0,RS-2400,9,0
17582,BB-0800,40,40,0,,0,0
17586,TB-0600,48,48,0,,0,0
17604,JB-0600,23,23,0,,0,0
17626,JB-0600,-18,-24,0,,0,0
17664,TS-0500,52,45,0,AH-0200,7,0
17669,JB-0600,40,42,0,DH-0600,-2,0
17706,TS-0500,35,35,0,AH-0200,0,1
17729,TS-0500,36,36,0,,0,0
17733,JB-0600,43,43,0,DH-0600,0,0
17744,JB-0600,59,39,1,,0,0
17768,TS-0500,34,34,0,DB-2800,0,1
17780,CM-2600,39,39,0,TW-0400,0,1
17784,MB-2100,43,40,0,CW-0900,3,0
17789,CM-2600,45,32,0,TW-0400,13,0
17805,CM-2600,41,41,0,TW-0400,0,1
17810,MB-2100,40,20,0,CW-0900,20,0
17821,MB-2100,53,53,0,CW-0900,0,1
17915,MB-2100,33,33,0,CW-0900,0,1
17919,CM-2600,36,8,0,TW-0400,28,0
17948,SL-0400,69,52,0,CR-1500,17,0
17967,SL-0400,54,54,0,,0,0
18004,JF-0800,44,44,0,DG-1800,0,0
18016,JF-0800,44,44,0,,0,0
18020,SL-0400,44,33,0,CR-1500,11,0
18040,JF-0800,45,25,1,,0,0
18053,JF-0800,43,43,0,,0,0
18061,SL-0400,31,31,0,CR-1500,0,1
18074,JF-0800,47,47,0,,0,0
18097,SL-0400,50,33,0,CR-1500,17,0
18107,LA-0100,42,42,0,BM-3300,0,1
18112,SL-0100,45,45,0,GM-1100,0,1
18119,LA-0100,42,38,0,BM-3300,4,0
18124,SL-0100,30,30,0,GM-1100,0,1
18128,LA-0100,42,34,0,BM-3300,8,0
18142,LA-0100,45,45,0,BM-3300,0,1
18148,SL-0100,43,43,0,GM-1100,0,0
18152,LA-0100,44,37,0,BM-3300,7,0
18164,LA-0100,41,41,0,BM-3300,0,1
18186,SL-0100,33,41,0,GM-1100,-8,0
18208,LA-0100,39,39,0,BM-3300,0,1
18212,SL-0100,40,40,0,,0,0
18234,SL-0100,50,42,0,GM-1100,8,0
18259,SL-0100,43,43,0,GM-1100,0,1
18276,JM-4700,42,35,0,DN-1400,7,0
18280,CG-0300,44,44,0,HP-0100,0,0
18284,JM-4700,57,57,0,,0,0
18290,CG-0300,54,42,0,HP-0100,12,0
18294,JM-4700,44,44,0,,0,0
18309,CG-0300,45,36,0,CH-2100,9,0
18318,JM-4700,37,37,0,DN-1400,0,1
18322,CG-0300,48,-6,0,HP-0100,54,0
18351,CG-0300,43,43,0,,0,0
18359,CG-0300,50,42,0,HP-0100,8,0
18364,JM-4700,47,47,0,DN-1400,0,1
18378,CG-0300,44,44,0,,0,0
18419,CG-0300,54,54,0,HP-0100,0,1
18442,TT-1700,41,41,0,LS-0700,0,1
18450,TT-1700,49,32,0,LS-0700,17,0
18457,TT-1700,50,32,0,LS-0700,18,0
18462,MT-2300,34,34,0,DW-0800,0,1
18476,TT-1700,41,41,0,,0,0
18492,TT-1700,32,32,0,,0,0
18496,MT-2300,53,41,0,DW-0800,12,0
18501,MT-2300,35,35,0,DW-0800,0,1
18520,TT-1700,40,40,0,LS-0700,0,1
18525,MT-2300,40,34,0,DW-0800,6,0
18565,MT-2300,36,29,0,DW-0800,7,0
18580,MT-2300,42,42,0,DW-0800,0,1
18596,MT-2300,33,33,0,,0,0
18620,MT-2300,49,49,0,,0,0
18642,TG-1500,57,37,1,,0,0
18681,TG-1500,42,42,0,,0,0
18732,TG-1500,44,44,0,MC-1700,0,1
18745,SP-1400,46,46,0,CM-3100,0,0
18752,TG-1500,48,39,0,MC-1700,9,0
18759,SP-1400,46,34,0,CM-3100,12,0
18763,TG-1500,43,43,0,MC-1700,0,0
18836,KW-0200,49,46,0,TD-2500,3,0
18855,DS-4900,51,45,0,IU-0100,6,0
18859,KW-0200,53,44,0,TD-2500,9,0
18886,DS-4900,24,24,0,,0,0
18890,KW-0200,55,44,0,TD-2500,11,0
18911,DS-4900,45,40,0,IU-0100,5,0
18973,JM-4700,67,53,0,JL-1600,14,0
18983,KR-0700,26,26,0,CH-2100,0,1
18992,JM-4700,28,28,0,,0,0
19008,JM-4700,34,14,1,,0,0
19034,JM-4700,32,32,0,JL-1600,0,1
19039,KR-0700,41,41,0,HP-0100,0,1
19063,JM-4700,28,28,0,,0,0
19070,KR-0700,37,17,1,,0,0
19074,JM-4700,48,35,0,JL-1600,13,0
19079,KR-0700,24,24,0,CH-2100,0,1
19089,JM-4700,41,41,0,,0,0
19103,TT-1700,48,31,0,CW-0900,17,0
19108,CM-2600,53,40,0,DW-0800,13,0
19112,TT-1700,38,33,0,CW-0900,5,0
19138,CM-2600,46,33,0,DW-0800,13,0
19196,CM-2600,49,49,0,,0,0
19256,CG-0300,54,42,0,CY-0100,12,0
