pid,fgxp,fkicker,dist,good
596019,XP,MN-0800,20,1
596040,XP,MN-0800,20,1
596045,XP,AV-0400,20,1
596055,XP,AV-0400,20,1
596064,XP,MN-0800,20,1
596077,XP,MN-0800,20,1
596088,XP,AV-0400,20,1
596104,XP,MN-0800,20,1
596116,XP,AV-0400,20,1
596123,XP,RL-0900,20,1
596143,FG,DC-0500,40,1
596155,XP,RL-0900,20,1
596178,FG,RL-0900,53,1
596209,XP,RL-0900,20,1
596224,FG,DC-0500,46,1
596253,FG,RL-0900,32,1
596322,XP,MC-3000,20,1
596331,XP,MB-4600,20,1
596338,XP,MB-4600,20,1
596350,FG,MC-3000,40,1
596367,XP,MB-4600,20,1
596387,FG,MC-3000,33,1
596404,FG,MC-3000,25,1
596426,FG,MB-4600,52,0
596476,XP,JT-3950,20,1
596518,FG,BW-0350,39,1
596548,FG,BW-0350,40,1
596619,XP,BW-0350,20,1
596621,XP,JT-3950,20,1
596626,XP,BW-0350,20,1
596634,XP,JT-3950,20,1
596657,XP,SS-3100,20,1
596666,FG,CS-4250,30,1
596687,XP,CS-4250,20,1
596712,FG,CS-4250,52,0
596723,XP,CS-4250,20,1
596729,XP,SS-3100,20,1
596733,XP,SS-3100,20,1
596742,XP,CS-4250,20,1
596756,XP,SS-3100,20,1
596788,XP,CS-4250,20,1
596797,FG,CS-4250,27,1
596811,FG,NF-0300,41,1
596827,FG,SJ-0300,52,0
596831,XP,NF-0300,20,1
596847,FG,SJ-0300,41,1
596866,FG,NF-0300,23,1
596873,XP,NF-0300,20,1
596886,XP,SJ-0300,20,1
596898,XP,NF-0300,20,1
596906,XP,SJ-0300,20,1
596916,FG,NF-0300,51,1
596926,FG,SJ-0300,40,1
596936,XP,NF-0300,20,1
596956,XP,SJ-0300,20,1
596973,FG,RS-3400,33,1
596987,XP,RS-3400,20,1
596999,XP,RS-3400,20,1
597011,XP,RS-3400,20,1
597017,XP,RS-3400,20,1
597038,XP,KF-0250,20,1
597040,XP,RS-3400,20,1
597048,FG,KF-0250,50,1
597076,FG,RS-3400,34,0
597089,XP,RS-3400,20,1
597250,XP,DA-0300,20,0
597299,XP,RB-2200,20,1
597314,XP,MP-2100,20,1
597317,XP,RB-2200,20,1
597339,FG,MP-2100,25,1
597362,XP,RB-2200,20,1
597376,XP,MP-2100,20,1
597391,FG,MP-2100,64,1
597400,XP,MP-2100,20,1
597414,XP,MP-2100,20,1
597422,XP,RB-2200,20,1
597436,FG,MP-2100,19,1
597448,XP,MP-2100,20,1
597464,XP,MP-2100,20,1
597485,XP,JF-0900,20,1
597494,FG,GZ-2000,44,1
597538,XP,JF-0900,20,1
597551,XP,JF-0900,20,1
597582,FG,JF-0900,50,0
597586,XP,GZ-2000,20,1
597608,FG,JF-0900,25,0
597617,XP,JF-0900,20,1
597646,XP,NN-0200,20,1
597672,FG,NN-0200,36,1
597689,XP,NN-0200,20,1
597701,XP,NN-0200,20,1
597715,XP,JB-7100,20,1
597730,XP,NN-0200,20,1
597744,XP,JB-7100,20,1
597759,FG,NN-0200,27,1
597774,FG,NN-0200,43,1
597812,FG,PD-0200,23,1
597823,FG,PD-0200,48,1
597833,XP,SH-0400,20,1
597845,FG,PD-0200,52,1
597854,XP,SH-0400,20,1
597868,XP,PD-0200,20,1
597922,FG,SH-0400,31,1
597934,FG,PD-0200,22,1
597951,FG,GG-0100,45,1
597965,FG,GG-0100,24,1
597976,XP,GH-0600,20,1
598000,XP,GH-0600,20,1
598013,XP,GH-0600,20,1
598027,FG,GG-0100,49,0
598040,FG,GH-0600,19,1
598070,XP,GH-0600,20,1
598083,XP,GG-0100,20,1
598109,XP,DB-0200,20,1
598124,XP,RG-1500,20,1
598141,XP,RG-1500,20,1
598150,XP,DB-0200,20,1
598161,FG,RG-1500,27,1
598173,XP,RG-1500,20,1
598183,FG,RG-1500,34,1
598214,XP,RG-1500,20,1
598224,XP,DB-0200,20,1
598236,FG,RG-1500,23,1
598249,XP,DB-0200,20,1
598260,XP,MP-2100,20,1
598274,FG,NN-0200,38,1
598285,FG,MP-2100,32,1
598301,XP,NN-0200,20,1
598323,XP,NN-0200,20,1
598339,XP,NN-0200,20,1
598374,XP,MP-2100,20,1
598392,FG,NN-0200,35,1
598404,FG,MP-2100,42,1
598421,FG,BC-3000,35,1
598437,FG,RG-1500,23,1
598455,XP,BC-3000,20,1
598478,XP,RG-1500,20,1
598487,XP,RG-1500,20,1
598499,XP,BC-3000,20,1
598510,XP,BC-3000,20,1
598535,XP,RG-1500,20,1
598548,XP,RG-1500,20,1
598561,XP,RG-1500,20,1
598568,XP,BC-3000,20,1
598586,XP,AV-0400,20,1
598605,FG,RB-4650,49,1
598619,FG,AV-0400,37,1
598634,XP,AV-0400,20,1
598652,FG,AV-0400,43,1
598672,FG,AV-0400,40,1
598751,FG,DC-0500,42,1
598769,FG,JS-1100,32,1
598780,FG,DC-0500,54,0
598791,XP,JS-1100,20,1
598811,XP,DC-0500,20,1
598825,XP,DC-0500,20,1
598838,FG,DC-0500,40,1
598866,FG,JS-1100,55,1
598884,XP,JS-1100,20,1
598896,XP,DC-0500,20,1
598941,XP,MB-4600,20,1
598953,XP,MB-4600,20,1
598961,XP,KF-0250,20,1
598973,FG,MB-4600,20,1
598989,XP,KF-0250,20,1
599006,FG,KF-0250,33,1
599013,FG,KF-0250,37,1
599034,XP,MB-4600,20,1
599076,FG,MB-4600,51,1
599120,FG,SG-0800,22,1
599159,XP,SG-0800,20,1
599169,XP,CS-4250,20,1
599183,FG,SG-0800,48,0
599191,FG,CS-4250,32,1
599210,XP,CS-4250,20,1
599227,FG,SG-0800,23,1
599239,XP,SG-0800,20,1
599250,XP,CS-4250,20,1
599284,XP,PD-0200,20,1
599321,FG,PD-0200,47,1
599334,XP,PD-0200,20,1
599343,XP,RL-0900,20,1
599367,FG,PD-0200,43,1
599388,XP,RL-0900,20,1
599407,FG,PD-0200,21,1
599409,XP,PD-0200,20,1
599418,FG,PD-0200,35,1
599443,FG,SH-0400,49,1
599486,XP,SH-0400,20,1
599504,FG,SH-0400,44,1
599521,FG,SH-0400,24,1
599552,XP,SH-0400,20,1
599594,XP,GZ-2000,20,1
599613,XP,GZ-2000,20,1
599620,FG,GZ-2000,31,1
599630,FG,GH-0600,45,1
599648,XP,GZ-2000,20,1
599665,FG,GH-0600,36,0
599696,FG,GZ-2000,35,1
599739,XP,GH-0600,20,1
599746,FG,GH-0600,26,0
599763,FG,BW-0350,55,0
599772,XP,BW-0350,20,1
599783,FG,AH-2600,35,1
599794,FG,BW-0350,21,1
599806,FG,AH-2600,51,1
599826,XP,BW-0350,20,1
599835,FG,AH-2600,33,1
599845,XP,BW-0350,20,1
599865,FG,BW-0350,38,1
599873,XP,AH-2600,20,1
599890,XP,BW-0350,20,1
599908,XP,BW-0350,20,1
599929,XP,BW-0350,20,1
599947,FG,RB-2200,45,1
599958,XP,JF-0900,20,1
599968,XP,RB-2200,20,1
599982,FG,JF-0900,25,1
600013,FG,JF-0900,47,1
600033,XP,RB-2200,20,1
600042,XP,JF-0900,20,1
600061,FG,RB-2200,50,0
600073,XP,JF-0900,20,1
600077,XP,JF-0900,20,1
600088,XP,RB-2200,20,1
600105,FG,RB-2200,24,1
600112,XP,RB-2200,20,1
600125,FG,JF-0900,41,1
600148,FG,GG-0100,35,1
600159,FG,NF-0300,54,1
600175,FG,GG-0100,22,1
600186,FG,NF-0300,33,1
600189,XP,GG-0100,20,1
600200,FG,GG-0100,40,1
600229,XP,NF-0300,20,1
600249,XP,GG-0100,20,1
600257,XP,GG-0100,20,1
600272,XP,NF-0300,20,1
600284,XP,RS-3400,20,1
600293,FG,SJ-0300,34,1
600302,XP,RS-3400,20,1
600309,XP,RS-3400,20,1
600325,XP,SJ-0300,20,1
600340,XP,RS-3400,20,1
600350,XP,RS-3400,20,1
600361,XP,SJ-0300,20,1
600379,XP,SJ-0300,20,1
600397,XP,SJ-0300,20,1
600402,XP,RS-3400,20,1
600408,XP,RS-3400,20,1
600427,XP,RS-3400,20,1
600458,FG,DB-0200,47,1
600465,FG,MC-3000,57,1
600473,FG,DB-0200,23,1
600484,XP,DB-0200,20,1
600513,FG,DB-0200,43,1
600522,FG,DB-0200,50,1
600536,XP,DB-0200,20,1
600548,XP,MC-3000,20,1
600562,FG,DB-0200,50,1
600576,XP,MC-3000,20,1
600587,XP,MC-3000,20,1
600600,XP,DB-0200,20,1
600612,XP,MC-3000,20,1
600648,XP,SS-3100,20,1
600666,XP,SS-3100,20,1
600673,XP,SS-3100,20,1
600693,FG,SS-3100,25,1
600704,XP,MN-0800,20,1
600715,FG,SS-3100,45,1
600744,FG,SS-3100,26,1
600759,XP,MN-0800,20,1
600806,XP,DA-0300,20,1
600836,FG,JT-3950,29,1
600862,FG,JT-3950,24,1
600877,FG,JT-3950,32,1
600895,FG,JT-3950,49,1
600907,FG,DA-0300,40,1
600932,FG,JT-3950,53,1
600955,FG,JT-3950,61,1
600965,XP,MN-0800,20,1
600976,XP,BW-0350,20,1
601000,XP,MN-0800,20,1
601019,XP,MN-0800,20,1
601041,XP,MN-0800,20,1
601059,XP,MN-0800,20,1
601077,XP,MN-0800,20,1
601084,XP,BW-0350,20,1
601142,FG,DC-0500,45,1
601166,XP,DC-0500,20,1
601244,FG,DC-0500,21,1
601257,FG,DC-0500,22,1
601274,FG,DC-0500,26,1
601292,XP,RS-3400,20,1
601314,FG,AV-0400,34,0
601329,FG,AV-0400,46,1
601338,XP,AV-0400,20,1
601354,FG,AV-0400,45,1
601366,FG,RS-3400,47,0
601375,XP,AV-0400,20,1
601396,FG,AV-0400,30,1
601464,FG,BC-3000,27,1
601504,XP,BC-3000,20,1
601520,XP,NF-0300,20,1
601530,FG,NF-0300,21,1
601550,FG,NF-0300,49,0
601569,XP,NF-0300,20,1
601580,FG,BC-3000,21,1
601597,XP,NF-0300,20,1
601627,FG,MP-2100,32,1
601645,FG,RB-4650,45,1
601652,XP,MP-2100,20,1
601672,FG,RB-4650,35,1
601688,FG,MP-2100,25,1
601697,FG,MP-2100,44,1
601712,XP,RB-4650,20,1
601748,XP,MP-2100,20,1
601766,XP,MP-2100,20,1
601777,XP,MP-2100,20,1
601803,FG,RB-2200,45,1
601815,XP,JS-1100,20,1
601855,FG,RB-2200,52,1
601864,XP,JS-1100,20,0
601882,FG,JS-1100,36,1
601895,XP,RB-2200,20,1
601910,XP,RB-2200,20,1
601953,XP,DB-0200,20,1
601973,FG,KF-0250,36,1
601995,FG,KF-0250,22,1
602003,XP,DB-0200,20,1
602028,XP,KF-0250,20,1
602041,XP,KF-0250,20,1
602054,FG,KF-0250,47,1
602072,FG,DB-0200,25,1
602090,XP,DB-0200,20,1
602138,FG,SG-1100,40,1
602146,FG,SG-1100,24,1
602166,XP,GG-0100,20,1
602192,FG,GG-0100,40,1
602227,XP,SG-1100,20,1
602250,XP,GG-0100,20,1
602278,XP,RL-0900,20,1
602295,XP,GZ-2000,20,1
602302,XP,GZ-2000,20,1
602331,FG,RL-0900,35,1
602346,FG,RL-0900,32,1
602354,FG,GZ-2000,54,1
602371,FG,GZ-2000,25,1
602386,FG,GZ-2000,48,1
602427,FG,JB-7100,41,1
602440,FG,DA-0300,37,1
602464,XP,JB-7100,20,1
602480,FG,JB-7100,52,1
602496,XP,DA-0300,20,1
602545,XP,JB-7100,20,1
602585,FG,JB-7100,45,1
602625,FG,SH-0400,27,1
602651,FG,JF-0900,39,1
602665,FG,SH-0400,24,0
602704,FG,JF-0900,46,1
602718,FG,JF-0900,26,1
602727,XP,SH-0400,20,1
602774,XP,MC-3000,20,1
602783,XP,SS-3100,20,1
602817,XP,MC-3000,20,1
602826,FG,SS-3100,31,1
602835,XP,SS-3100,20,1
602859,XP,MC-3000,20,1
602867,XP,SS-3100,20,1
602870,XP,SS-3100,20,1
602884,FG,MC-3000,22,1
602896,XP,MC-3000,20,1
602917,XP,SS-3100,20,1
602948,FG,NN-0200,27,1
602965,XP,SJ-0300,20,1
602985,XP,NN-0200,20,1
602997,FG,SJ-0300,20,1
603026,XP,NN-0200,20,1
603037,FG,NN-0200,48,1
603043,FG,NN-0200,28,1
603052,FG,SJ-0300,42,1
603062,FG,NN-0200,33,1
603101,XP,SG-0800,20,1
603113,XP,SG-0800,20,1
603127,FG,SG-0800,45,1
603189,FG,SG-0800,42,1
603211,FG,JT-3950,37,0
603229,XP,JT-3950,20,1
603250,XP,SG-0800,20,1
603260,XP,SG-0800,20,1
603275,XP,AH-2600,20,1
603282,XP,AH-2600,20,1
603298,XP,AH-2600,20,1
603335,FG,AH-2600,49,1
603344,FG,RG-1500,50,1
603366,XP,AH-2600,20,1
603394,XP,AH-2600,20,1
603403,XP,AH-2600,20,1
603410,XP,AH-2600,20,1
603438,FG,PD-0200,49,1
603468,XP,MB-4600,20,1
603496,FG,MB-4600,35,1
603506,XP,PD-0200,20,1
603524,FG,PD-0200,30,1
603539,XP,PD-0200,20,1
603549,XP,MB-4600,20,1
603557,XP,PD-0200,20,1
603571,XP,MB-4600,20,1
603576,XP,PD-0200,20,1
603598,XP,MB-4600,20,1
603634,FG,MB-4600,42,1
603641,XP,GG-0100,20,1
603665,XP,GG-0100,20,1
603681,XP,MB-4600,20,1
603693,XP,GG-0100,20,1
603720,FG,MB-4600,37,1
603789,XP,CS-4250,20,1
603810,XP,NF-0300,20,1
603829,XP,NF-0300,20,1
603871,FG,NF-0300,35,0
603886,FG,NF-0300,35,1
603892,FG,NF-0300,26,1
603911,FG,JT-3950,38,1
603933,FG,JT-3950,22,1
603939,XP,MN-0800,20,1
603965,FG,MN-0800,39,1
603977,XP,MN-0800,20,1
604004,FG,JT-3950,34,1
604033,XP,MN-0800,20,1
604039,FG,MN-0800,38,1
604064,XP,MN-0800,20,1
604094,XP,SS-3100,20,1
604136,XP,SS-3100,20,1
604174,FG,SS-3100,30,1
604199,FG,SS-3100,32,1
604218,XP,BC-3000,20,1
604243,XP,AV-0400,20,1
604256,XP,AV-0400,20,1
604273,FG,AV-0400,23,1
604285,FG,JS-1100,37,1
604321,FG,AV-0400,26,1
604331,XP,AV-0400,20,1
604372,FG,AV-0400,39,1
604398,XP,JS-1100,20,1
604412,XP,RB-4650,20,1
604451,FG,RB-2200,42,1
604478,FG,RB-2200,55,1
604499,XP,RB-2200,20,1
604521,FG,RB-2200,37,1
604542,FG,RB-4650,19,1
604581,XP,BW-0350,20,1
604639,XP,DA-0300,20,1
604661,FG,DA-0300,25,1
604668,FG,DA-0300,53,1
604680,XP,BW-0350,20,1
604744,FG,JB-7100,50,0
604755,FG,KF-0250,31,1
604763,XP,JB-7100,20,1
604776,FG,JB-7100,34,1
604788,FG,KF-0250,49,1
604830,XP,JB-7100,20,1
604849,FG,JB-7100,38,1
604906,XP,RG-1500,20,1
604927,FG,MC-3000,33,1
604939,XP,MC-3000,20,1
604951,FG,MC-3000,27,1
604963,XP,RG-1500,20,1
604972,XP,MC-3000,20,1
604978,XP,RG-1500,20,1
604992,XP,RG-1500,20,1
605000,XP,MC-3000,20,1
605048,FG,SG-0800,43,1
605058,FG,DC-0500,51,1
605069,FG,SG-0800,35,1
605085,XP,SG-0800,20,1
605116,FG,SG-0800,29,1
605151,XP,DC-0500,20,1
605171,XP,DC-0500,20,1
605177,FG,SG-0800,35,1
605195,FG,DC-0500,37,1
605199,XP,SG-0800,20,1
605218,XP,SG-1100,20,1
605224,XP,RL-0900,20,1
605237,XP,SG-1100,20,1
605265,XP,SG-1100,20,1
605276,XP,RL-0900,20,1
605281,XP,SG-1100,20,1
605312,FG,RL-0900,54,1
605324,XP,SG-1100,20,1
605331,XP,SG-1100,20,1
605382,XP,SH-0400,20,1
605422,FG,SH-0400,28,1
605445,FG,SH-0400,35,1
605463,FG,GZ-2000,36,1
605479,XP,SH-0400,20,1
605498,XP,SH-0400,20,1
605540,XP,MP-2100,20,1
605547,XP,MP-2100,20,1
605568,FG,MP-2100,34,1
605586,XP,MP-2100,20,1
605603,XP,MP-2100,20,1
605618,FG,SJ-0300,42,0
605662,FG,MP-2100,54,1
605673,XP,SJ-0300,20,1
605689,XP,SJ-0300,20,1
605698,XP,RS-3400,20,1
605705,XP,NN-0200,20,1
605720,XP,RS-3400,20,1
605732,XP,NN-0200,20,1
605761,XP,RS-3400,20,1
605787,FG,RS-3400,46,1
605813,XP,NN-0200,20,1
605830,FG,NN-0200,22,1
605841,FG,RS-3400,41,0
605860,FG,NN-0200,36,1
605882,FG,PD-0200,27,1
605892,XP,PD-0200,20,1
605905,FG,JF-0900,37,0
605910,XP,PD-0200,20,1
605938,XP,JF-0900,20,1
605950,FG,PD-0200,24,0
605989,FG,JF-0900,49,1
606003,FG,JF-0900,43,0
606013,XP,JF-0900,20,1
606021,FG,PD-0200,56,1
606031,FG,JF-0900,43,1
606036,FG,PD-0200,40,1
606053,FG,AH-2600,47,1
606072,XP,AH-2600,20,1
606089,XP,DB-0200,20,1
606108,XP,AH-2600,20,1
606117,FG,DB-0200,44,1
606134,FG,DB-0200,43,1
606143,FG,DB-0200,36,1
606180,XP,AH-2600,20,1
606215,XP,RS-3400,20,1
606224,XP,AV-0400,20,1
606233,FG,RS-3400,19,1
606242,XP,RS-3400,20,1
606248,XP,RS-3400,20,1
606261,FG,AV-0400,37,1
606279,XP,RS-3400,20,1
606296,XP,RS-3400,20,1
606303,XP,AV-0400,20,1
606316,XP,AV-0400,20,1
606326,FG,RS-3400,42,1
606334,XP,AV-0400,20,1
606356,XP,AV-0400,20,1
606368,FG,RS-3400,43,1
606374,XP,AV-0400,20,1
606425,FG,AH-2600,48,0
606437,FG,SG-1100,36,1
606455,XP,AH-2600,20,1
606465,FG,SG-1100,46,1
606478,XP,SG-1100,20,1
606493,XP,SG-1100,20,1
606503,XP,AH-2600,20,1
606517,FG,AH-2600,31,1
606525,FG,SG-1100,35,1
606536,XP,AH-2600,20,1
606547,FG,SG-1100,32,1
606576,XP,NN-0200,20,1
606598,XP,MN-0800,20,1
606619,FG,MN-0800,46,1
606636,XP,NN-0200,20,1
606649,FG,NN-0200,25,1
606659,FG,NN-0200,23,1
606698,XP,NN-0200,20,1
606729,FG,PD-0200,22,1
606746,FG,PD-0200,25,1
606771,XP,MC-3000,20,1
606778,XP,PD-0200,20,1
606790,FG,MC-3000,34,1
606832,XP,MC-3000,20,1
606839,XP,PD-0200,20,1
606851,FG,MC-3000,24,1
606866,FG,PD-0200,33,1
606878,FG,SH-0400,38,1
606888,FG,SG-1100,45,0
606897,FG,SH-0400,49,1
606903,XP,SH-0400,20,1
606936,FG,SH-0400,26,1
607008,FG,SG-1100,48,0
607013,XP,SH-0400,20,1
607026,XP,SG-1100,20,1
607036,XP,SG-0800,20,1
607052,XP,SG-0800,20,1
607061,XP,AV-0400,20,1
607085,XP,SG-0800,20,1
607097,FG,AV-0400,36,1
607130,FG,AV-0400,21,1
607147,XP,AV-0400,20,1
607168,XP,SG-0800,20,1
607177,XP,SG-0800,20,1
607219,FG,PD-0200,49,1
607232,FG,PD-0200,33,1
607247,XP,GG-0100,20,1
607268,FG,GG-0100,24,1
607283,XP,PD-0200,20,1
607298,XP,PD-0200,20,1
607328,FG,PD-0200,34,1
607378,XP,MP-2100,20,1
607393,FG,NN-0200,53,0
607406,XP,MP-2100,20,1
607436,FG,MP-2100,45,1
607455,FG,MP-2100,47,0
607463,XP,NN-0200,20,1
607475,XP,MP-2100,20,1
607484,XP,NN-0200,20,1
607493,FG,NN-0200,30,1
607532,FG,MP-2100,27,1
607559,XP,MP-2100,20,1
607569,FG,SG-0800,47,1
607579,FG,MP-2100,35,1
607600,XP,MP-2100,20,1
607625,FG,MP-2100,19,1
607636,XP,SG-0800,20,1
607643,FG,MP-2100,54,1
607669,FG,PD-0200,25,1
607705,XP,PD-0200,20,1
607715,FG,SH-0400,32,1
607744,XP,SH-0400,20,1
607752,XP,PD-0200,20,1
607759,FG,SH-0400,40,1
607773,XP,SH-0400,20,1
607796,FG,SH-0400,47,1
607823,FG,SH-0400,31,1
607842,FG,SH-0400,33,1
607855,XP,SH-0400,20,1
607873,XP,SH-0400,20,1
607888,XP,SH-0400,20,1
607917,XP,SH-0400,20,1
607935,XP,SH-0400,20,1
607983,FG,SH-0400,35,1
607996,XP,MC-3000,20,1
608005,XP,SH-0400,20,1
608019,FG,MC-3000,23,1
608028,XP,SH-0400,20,1
608056,FG,SH-0400,20,1
608084,XP,SH-0400,20,1
608113,XP,SH-0400,20,1
608133,FG,SG-1100,31,1
608149,FG,SG-1100,50,1
608168,XP,SG-1100,20,1
608188,XP,MB-4600,20,1
608200,XP,SG-1100,20,1
608204,FG,MB-4600,40,1
608218,XP,MB-4600,20,1
608243,XP,MB-4600,20,1
608257,XP,SG-1100,20,1
608276,XP,MB-4600,20,1
608288,XP,SG-1100,20,1
608297,FG,MB-4600,51,1
608304,FG,MB-4600,52,1
608314,XP,RG-1500,20,1
608325,XP,DC-0500,20,1
608353,FG,DC-0500,50,1
608361,XP,DC-0500,20,1
608389,FG,RG-1500,41,1
608402,XP,RG-1500,20,1
608437,FG,DC-0500,33,1
608450,FG,RG-1500,37,1
608466,FG,DC-0500,27,1
608502,FG,CS-0250,35,1
608513,FG,CS-0250,48,0
608526,XP,RS-3400,20,1
608546,FG,RS-3400,36,1
608558,XP,RS-3400,20,1
608579,FG,RS-3400,31,1
608595,FG,RS-3400,46,1
608609,XP,CS-0250,20,1
608622,FG,RS-3400,47,1
608652,FG,BW-0350,52,1
608672,FG,GZ-2000,50,0
608677,FG,BW-0350,46,1
608717,XP,BW-0350,20,1
608730,FG,GZ-2000,56,1
608749,XP,BW-0350,20,1
608776,XP,BW-0350,20,1
608789,XP,BW-0350,20,1
608799,FG,GZ-2000,46,1
608813,XP,CS-4250,20,1
608829,XP,SG-0800,20,1
608841,FG,SG-0800,47,1
608860,XP,SG-0800,20,1
608882,FG,CS-4250,38,1
608893,FG,SG-0800,45,1
608907,FG,CS-4250,24,1
608917,XP,CS-4250,20,1
608933,FG,CS-4250,22,1
608972,XP,CS-4250,20,1
608981,FG,CS-4250,27,1
609012,FG,NF-0300,45,1
609027,XP,SJ-0300,20,1
609072,XP,NF-0300,20,1
609102,FG,NF-0300,42,1
609151,XP,SJ-0300,20,1
609170,XP,JS-1100,20,1
609179,XP,JS-1100,20,1
609204,FG,JS-1100,49,1
609213,FG,JS-1100,50,0
609230,FG,JS-1100,36,0
609265,XP,CP-0575,20,1
609277,XP,CP-0575,20,1
609317,FG,CP-0575,51,1
609330,XP,CP-0575,20,1
609342,FG,CP-0575,28,1
609346,XP,CP-0575,20,1
609365,FG,SS-3100,36,1
609375,FG,BC-3000,39,1
609386,XP,SS-3100,20,1
609404,XP,SS-3100,20,1
609412,XP,SS-3100,20,1
609440,FG,SS-3100,34,1
609448,XP,BC-3000,20,1
609461,XP,BC-3000,20,1
609482,FG,BC-3000,25,1
609495,XP,BC-3000,20,1
609531,FG,SS-3100,41,1
609544,FG,MN-0800,49,1
609568,FG,MN-0800,22,1
609584,FG,MN-0800,28,1
609594,FG,JT-3950,55,0
609602,FG,MN-0800,46,1
609609,FG,MN-0800,38,1
609641,FG,MN-0800,45,0
609661,XP,JT-3950,20,1
609680,FG,JT-3950,38,1
609770,XP,KF-0250,20,0
609776,XP,RB-4650,20,1
609782,XP,RB-4650,20,1
609854,FG,RB-4650,42,1
609868,XP,PD-0200,20,1
609883,FG,DB-0200,29,1
609889,XP,PD-0200,20,1
609895,XP,PD-0200,20,1
609936,XP,PD-0200,20,1
609978,XP,DB-0200,20,1
609999,FG,PD-0200,37,0
610013,XP,DB-0200,20,1
610061,XP,GG-0100,20,1
610087,FG,GG-0100,28,1
610119,XP,GG-0100,20,1
610132,FG,GG-0100,48,0
610139,XP,PM-1300,20,1
610156,XP,PM-1300,20,1
610168,FG,GG-0100,33,1
610199,FG,BM-1650,21,1
610215,XP,BM-1650,20,1
610231,XP,BM-1650,20,1
610245,XP,BM-1650,20,1
610256,XP,AV-0400,20,1
610292,FG,AV-0400,25,1
610313,XP,BM-1650,20,1
610322,XP,AV-0400,20,1
610341,XP,AV-0400,20,1
610363,XP,NF-0400,20,1
610380,XP,NF-0400,20,1
610408,XP,JB-7100,20,1
610430,FG,NF-0400,43,0
610447,FG,NF-0400,28,1
610461,FG,NF-0400,27,1
610469,XP,NF-0400,20,1
610487,XP,JB-7100,20,1
610559,FG,CC-1150,22,1
610576,FG,NN-0200,36,1
610594,FG,CC-1150,44,1
610603,XP,NN-0200,20,1
610616,XP,NN-0200,20,1
610702,XP,JT-3950,20,1
610720,FG,JT-3950,30,1
610732,FG,SS-3100,25,1
610759,FG,SS-3100,43,1
610774,XP,JT-3950,20,1
610789,FG,JT-3950,23,1
610797,FG,JT-3950,22,1
610815,FG,JT-3950,20,1
610852,FG,DC-0500,27,1
610865,FG,DC-0500,27,1
610877,FG,DC-0500,31,1
610921,FG,CS-4250,34,1
610923,XP,DC-0500,20,1
610940,XP,CS-4250,20,1
610948,XP,DC-0500,20,1
610962,FG,DC-0500,32,1
610980,FG,DC-0500,31,0
610988,FG,DC-0500,38,1
611021,FG,MN-0800,31,1
611032,FG,MB-4600,46,1
611038,FG,MN-0800,38,0
611051,FG,MN-0800,49,0
611067,XP,MN-0800,20,1
611082,FG,MN-0800,55,0
611095,XP,MN-0800,20,1
611106,XP,MN-0800,20,1
611196,XP,BC-3000,20,1
611217,FG,BC-3000,32,1
611239,FG,SG-1100,27,1
611262,XP,SG-1100,20,1
611280,XP,SG-1100,20,1
611297,XP,BC-3000,20,1
611312,XP,SG-1100,20,1
611348,FG,BC-3000,29,1
611381,FG,DB-0200,48,1
611390,XP,DB-0200,20,1
611419,FG,DB-0200,44,1
611428,FG,DB-0200,51,1
611439,FG,RS-3400,47,1
611448,XP,RS-3400,20,1
611464,XP,DB-0200,20,1
611484,FG,DB-0200,48,1
611519,XP,BW-0350,20,1
611533,XP,SG-0800,20,1
611548,FG,SG-0800,48,1
611564,XP,SG-0800,20,1
611590,FG,BW-0350,48,0
611591,XP,SG-0800,20,1
611613,FG,SG-0800,47,1
611634,FG,SG-0800,27,1
611689,XP,CC-1150,20,1
611709,FG,CC-1150,49,1
611743,XP,JB-7100,20,1
611779,XP,JB-7100,20,1
611796,FG,CC-1150,37,1
611807,FG,CC-1150,32,1
611835,FG,CC-1150,33,1
611859,XP,KF-0250,20,1
611882,XP,KF-0250,20,1
611898,XP,KF-0250,20,1
611917,XP,JS-1100,20,1
611947,FG,KF-0250,36,1
611975,XP,KF-0250,20,1
611985,FG,KF-0250,42,1
611996,FG,JS-1100,36,1
612006,XP,KF-0250,20,1
612025,FG,NF-0400,49,0
612066,FG,GG-0100,29,1
612076,FG,NF-0400,49,0
612083,FG,GG-0100,53,1
612106,XP,NF-0400,20,1
612126,XP,GG-0100,20,1
612156,FG,GG-0100,38,1
612202,FG,NN-0200,50,1
612207,XP,SH-0400,20,1
612220,XP,NN-0200,20,1
612236,FG,NN-0200,43,1
612246,XP,NN-0200,20,1
612253,XP,SH-0400,20,1
612284,XP,NN-0200,20,1
612294,XP,SH-0400,20,1
612328,FG,NN-0200,28,1
612345,XP,PM-1300,20,1
612358,XP,GZ-2000,20,1
612396,FG,GZ-2000,36,1
612414,XP,PM-1300,20,1
612430,FG,GZ-2000,35,1
612437,FG,PM-1300,24,0
612447,FG,GZ-2000,46,1
612457,FG,PM-1300,36,1
612470,FG,GZ-2000,38,1
612483,XP,BM-1650,20,1
612506,FG,CS-0250,45,1
612525,XP,CS-0250,20,1
612534,XP,BM-1650,20,1
612553,XP,BM-1650,20,1
612582,FG,CS-0250,37,0
612609,XP,CS-0250,20,1
612618,FG,BM-1650,20,1
612642,XP,NF-0300,20,1
612655,XP,NF-0300,20,1
612667,FG,MC-3000,31,1
