pid,qtr,min,sec,dwn,yds,pts,player,type
403399,3,5,35,1,35,7,DC-2300,REC
403430,4,6,39,3,33,7,SG-1300,RUSH
403465,1,6,32,3,4,7,RW-2200,REC
403510,2,5,59,1,59,7,MA-1400,REC
403528,2,0,15,2,5,7,PC-0900,REC
403551,3,5,33,1,2,7,MT-2400,RUSH
403560,3,2,37,2,22,7,MA-1400,REC
403583,4,8,55,4,73,7,PC-0900,PR
403596,4,5,13,4,30,7,EW-0500,REC
403635,1,7,25,1,4,7,RW-2600,RUSH
403644,1,4,58,1,68,7,RW-2600,RUSH
403671,2,9,2,1,8,7,RB-3900,RUSH
403702,2,0,5,1,1,7,DB-3800,RUSH
403708,3,14,10,3,42,7,DS-1600,INT
403740,3,1,15,3,10,7,MC-2400,REC
403745,3,0,7,1,4,7,RW-2600,RUSH
403750,4,13,33,2,10,7,RB-4900,RUSH
403764,4,8,38,1,2,6,DB-3800,RUSH
403789,4,2,6,4,54,6,TP-2000,INT
403846,2,13,34,2,4,7,BJ-0600,RUSH
403871,2,4,31,1,13,7,CW-1400,RUSH
403877,2,2,23,3,62,7,HN-0500,REC
403898,3,10,23,3,1,7,TH-1600,RUSH
403917,3,2,40,2,6,7,JW-6600,REC
403974,1,13,17,1,67,7,DJ-0200,RUSH
404004,1,1,6,2,9,7,WW-0800,INT
404023,2,8,5,2,2,7,DT-1000,REC
404042,2,2,0,3,57,7,DJ-0200,REC
404131,4,1,43,2,1,7,FD-0200,REC
404215,3,15,0,0,95,7,LW-0700,KR
404230,3,9,48,1,1,7,KM-2900,RUSH
404259,4,13,13,3,20,7,DM-0500,REC
404286,4,2,4,3,7,7,RR-0400,RUSH
404328,1,2,40,1,29,7,TO-0200,RUSH
404410,4,14,22,1,11,8,RM-4400,RUSH
404422,4,9,53,2,1,7,RM-4400,RUSH
404436,4,3,39,2,3,7,RM-4400,RUSH
404517,2,2,0,1,1,7,MF-1300,RUSH
404536,3,10,35,2,1,6,DA-1300,RUSH
404559,3,1,49,1,10,7,MF-1300,RUSH
404587,4,3,25,3,21,7,CT-1500,INT
404628,1,3,23,2,36,7,SH-1400,REC
404641,2,13,30,1,2,7,MB-0400,RUSH
404652,2,10,31,3,23,7,DB-3600,REC
404682,2,0,40,2,7,7,RW-3200,REC
404716,3,2,44,2,3,7,MA-1400,REC
404722,3,1,30,4,82,7,PC-0900,PR
404748,4,8,46,2,4,7,JG-3800,REC
404841,2,1,3,4,36,7,DF-0500,REC
404890,4,13,58,2,4,8,MS-4100,RUSH
404924,4,1,44,1,25,7,SJ-0200,RUSH
404968,1,1,21,4,1,7,AP-0700,RUSH
404981,2,10,48,1,12,7,VS-0100,REC
405018,3,13,20,1,51,7,PH-0400,REC
405037,3,6,36,3,16,7,SH-0500,REC
405050,3,2,3,3,5,7,SH-0500,REC
405059,4,13,39,3,2,7,JD-2900,REC
405068,4,10,31,3,10,6,GJ-0400,REC
405086,4,3,54,3,16,7,BB-1900,REC
405113,1,11,28,2,64,7,FG-0200,RUSH
405183,2,0,38,2,8,7,VD-0100,REC
405230,4,15,0,1,22,6,RW-1100,REC
405366,3,10,24,0,100,7,TG-0900,KR
405374,3,7,32,2,48,7,JT-0900,FUM
405386,3,3,32,1,1,7,MS-0100,RUSH
405389,3,3,26,0,101,7,TG-0900,KR
405394,3,1,44,2,19,6,BE-0200,REC
405410,4,8,53,2,5,6,JH-3100,REC
405418,4,5,58,2,16,6,DK-0400,REC
405448,1,11,17,1,6,7,LT-0600,RUSH
405479,2,13,44,1,3,7,JF-0400,RUSH
405493,2,6,13,3,8,7,VJ-0100,REC
405507,2,0,58,1,10,7,LT-0600,RUSH
405628,2,9,24,2,6,7,NW-0100,REC
405640,2,5,50,1,80,7,MJ-2500,RUSH
405662,3,14,53,1,79,6,MJ-2500,RUSH
405671,3,11,10,1,52,7,CJ-1700,RUSH
405697,4,15,0,3,89,7,CJ-1700,RUSH
405749,1,7,28,3,6,7,JS-6700,RUSH
405762,1,0,53,3,14,7,LS-1700,REC
405767,2,15,0,2,10,7,JS-6700,RUSH
405787,2,7,41,2,50,7,SS-2100,REC
405790,2,7,33,1,13,7,JP-2000,INT
405834,3,6,17,3,1,7,BP-0300,REC
405867,4,9,54,2,1,7,TH-1600,RUSH
405902,1,13,35,2,41,7,LW-0600,RUSH
405911,1,11,20,3,17,6,BC-0700,REC
405964,2,2,0,2,18,7,KB-1500,REC
405967,2,1,46,1,54,7,DJ-0200,REC
405973,2,0,52,1,23,7,JM-0200,REC
406013,3,1,5,2,1,7,AB-2600,RUSH
406019,4,14,34,3,66,7,LM-1000,RUSH
406066,1,11,11,1,13,7,MT-2400,RUSH
406078,1,5,35,3,22,7,PT-0400,RUSH
406089,1,2,22,1,4,7,KB-1100,FUM
406104,2,10,44,2,18,7,MC-2400,REC
406130,2,1,10,2,1,7,RB-4900,RUSH
406135,2,0,52,2,48,7,JG-3600,INT
406154,3,12,34,2,68,7,RW-2200,REC
406211,4,3,9,3,1,7,PT-0400,REC
406248,1,9,22,2,2,7,TG-1300,REC
406266,1,3,1,2,62,7,TH-1700,INT
406297,2,3,44,1,30,7,MT-2400,RUSH
406333,3,7,14,4,1,7,LB-0400,RUSH
406353,4,13,13,2,3,7,TY-0200,REC
406358,4,11,36,1,58,7,MT-2400,RUSH
406396,1,12,19,3,11,7,LF-0200,REC
406404,1,9,21,3,33,7,GO-0100,REC
406415,1,3,31,3,6,7,BP-0300,REC
406430,2,11,27,1,17,7,LF-0200,REC
406449,2,2,56,1,15,7,AB-1100,REC
406511,4,11,55,2,3,7,GO-0100,REC
406520,4,9,9,3,20,7,GO-0100,REC
406534,4,4,37,2,4,7,SB-1400,REC
406565,1,9,2,3,6,7,AC-0100,REC
406586,1,2,26,2,1,7,CB-1400,RUSH
406675,4,12,58,1,2,7,RR-0400,RUSH
406738,1,6,26,3,7,7,JA-0300,REC
406821,3,8,36,2,1,7,RM-4400,REC
406839,4,15,0,3,1,7,SS-1600,RUSH
406861,4,7,16,3,2,7,JA-0300,RUSH
406910,1,4,41,2,28,7,RJ-0800,RUSH
406954,2,1,11,1,61,7,MW-0400,REC
407023,4,4,36,2,10,7,MJ-2500,RUSH
407031,4,2,41,3,54,7,CC-1300,REC
407042,4,1,10,1,5,8,CC-1300,REC
407068,1,6,58,1,1,7,LM-0300,RUSH
407110,2,6,17,1,15,7,RW-2600,RUSH
407156,3,4,55,3,1,7,JH-3100,REC
407161,3,3,27,3,71,8,RM-5000,REC
407223,1,12,27,2,74,7,JJ-4200,REC
407234,1,8,52,2,6,7,DW-0900,REC
407247,1,2,47,2,2,7,RG-1600,RUSH
407262,2,12,9,4,31,7,RB-0700,BLPU
407272,2,7,46,2,32,7,DD-2600,REC
407342,4,13,4,3,12,7,AR-1300,RUSH
407347,4,11,44,2,7,6,KW-2300,REC
407366,4,4,20,4,7,8,SS-3000,REC
407382,4,0,52,4,35,7,TJ-0200,INT
407392,1,14,11,2,66,7,DW-3600,RUSH
407409,1,6,58,2,7,7,DW-3600,RUSH
407477,3,13,20,1,10,7,PT-0400,RUSH
407506,3,0,2,3,54,7,RM-3500,REC
407544,4,2,17,1,1,7,AH-0800,FUM
407577,1,6,23,1,7,7,BP-0600,REC
407584,1,5,26,3,29,7,BJ-1800,REC
407609,2,10,51,2,3,7,JJ-4800,RUSH
407680,3,2,37,1,2,6,TH-2700,REC
407733,4,0,35,3,61,7,JW-5300,INT
407767,2,15,0,1,10,7,VJ-0100,REC
407787,2,4,28,3,6,7,SS-2200,REC
407834,3,4,0,2,2,7,KW-2000,REC
407857,4,9,9,2,8,7,KB-1500,REC
407887,4,0,29,1,18,7,VJ-0100,REC
407936,2,15,0,3,7,7,VY-0100,RUSH
407945,2,9,35,1,3,7,FG-0200,RUSH
407970,2,0,28,2,12,7,JH-4000,REC
407996,3,5,44,2,1,7,CJ-1700,RUSH
408027,4,7,18,4,2,7,CJ-1700,RUSH
408040,4,3,0,1,39,7,CF-0500,INT
408054,4,0,44,1,3,7,JH-4000,REC
408078,1,7,57,1,2,7,TC-1300,RUSH
408149,3,11,56,2,11,7,BC-0700,REC
408196,4,8,13,3,49,7,MA-1400,REC
408251,2,13,1,1,48,7,TC-1100,INT
408288,3,11,30,1,54,7,RA-1500,FUM
408294,3,9,15,1,3,7,HW-0100,REC
408335,4,7,12,3,25,7,MW-0500,REC
408353,4,1,27,3,3,7,HW-0100,REC
408419,2,2,7,1,14,7,FG-0200,RUSH
408539,1,6,19,1,1,7,JS-6700,RUSH
408563,2,12,32,3,4,7,SS-2100,REC
408580,2,6,0,3,1,7,JS-4800,RUSH
408594,2,1,12,3,4,7,SS-2100,REC
408639,4,13,50,4,3,6,JP-1900,REC
408668,4,2,15,3,45,7,JS-6700,RUSH
408697,1,6,40,1,1,6,RB-3900,RUSH
408751,2,1,33,2,5,7,KS-2000,REC
408799,4,15,0,1,33,7,MS-5100,REC
408840,4,1,19,1,1,7,CW-2200,RUSH
408899,2,10,53,1,22,7,AP-0700,RUSH
408938,3,14,21,1,1,7,AP-0700,RUSH
408956,3,8,19,2,8,7,WH-0500,REC
408981,4,13,25,2,8,7,JD-2900,REC
409033,1,12,5,3,33,7,MJ-2500,RUSH
409060,1,1,14,3,7,7,JC-5400,REC
409073,2,11,0,2,11,7,DG-0600,RUSH
409093,2,2,53,2,26,7,MW-0400,REC
409163,4,5,7,1,1,6,TJ-2700,RUSH
409204,1,4,43,0,96,6,BS-1400,KR
409370,2,14,20,1,3,7,RB-4900,RUSH
409380,2,9,31,3,29,7,DA-2100,REC
409388,2,6,58,3,15,7,RB-4900,REC
409404,2,1,4,2,2,7,SJ-0200,RUSH
409412,3,15,0,0,97,7,CR-1200,KR
409452,4,12,24,1,27,7,RM-3500,REC
409481,4,2,50,1,19,6,DA-2100,REC
409513,1,9,15,2,27,7,LE-0300,REC
409525,1,4,14,1,28,7,CJ-1700,RUSH
409535,1,0,51,3,14,7,NW-0100,REC
409558,2,7,6,1,8,7,LE-0300,REC
409619,4,10,49,3,1,7,CJ-1700,RUSH
409640,4,3,2,3,26,7,VF-0200,INT
409654,4,1,2,3,31,7,RH-2900,INT
409664,1,12,56,3,40,7,BM-0300,REC
409678,1,6,37,3,2,7,TY-0200,REC
409689,1,3,46,1,75,7,BM-0300,REC
409720,2,6,39,4,35,7,MS-0800,REC
409798,4,2,49,3,1,7,LB-0400,RUSH
409818,1,12,46,2,1,7,JF-0400,RUSH
409870,2,12,37,4,44,7,JC-2300,RUSH
410032,1,0,25,2,11,7,JF-2800,RUSH
410054,2,8,35,3,31,7,JC-0700,REC
410063,2,5,36,2,28,7,SB-1400,REC
410101,3,8,18,4,10,7,CW-1400,RUSH
410133,4,11,24,1,13,7,CW-1400,RUSH
410148,4,6,17,3,18,7,LF-0200,REC
410299,4,13,17,1,1,7,AR-1300,RUSH
410307,4,10,53,3,2,7,SH-0500,REC
410347,4,0,42,1,9,7,RW-3200,REC
410367,1,7,58,2,20,7,MT-1300,REC
410395,2,11,5,2,3,7,LT-0600,RUSH
410443,3,8,7,1,20,7,LT-0600,RUSH
410462,3,1,19,1,20,7,LN-0100,REC
410473,4,14,20,3,5,7,JM-0200,REC
410492,4,7,18,3,6,7,BC-0700,REC
410529,1,8,26,3,15,7,JA-0300,REC
410537,1,4,50,2,1,7,LM-0300,RUSH
410563,2,11,27,1,63,7,RM-5000,REC
410575,2,7,28,2,9,7,JE-0100,REC
410586,2,4,23,2,20,7,RW-1100,REC
410642,4,14,23,2,5,7,RM-5000,REC
410649,4,12,20,1,29,7,PG-0100,REC
410675,4,2,27,3,4,7,JA-0300,RUSH
410685,4,0,16,2,1,7,RW-1100,REC
410769,3,12,35,1,13,7,RR-0400,RUSH
410772,3,12,20,1,48,6,DL-0300,INT
410904,2,4,4,3,14,7,RW-2600,REC
410918,2,1,4,2,1,7,RW-2600,RUSH
410982,4,5,25,2,27,8,SS-2100,REC
410988,4,4,7,1,46,7,RW-2600,RUSH
411019,1,11,31,2,3,7,DC-1600,REC
411079,2,1,28,1,5,7,JA-0300,RUSH
411301,4,2,50,2,10,7,PC-0900,REC
411331,1,9,5,1,59,7,MM-1300,REC
411344,1,4,10,3,40,7,CS-4200,REC
411349,1,2,57,2,4,7,JC-5600,REC
411356,1,0,37,2,26,7,AB-3200,REC
411369,2,11,52,2,25,7,KS-1700,REC
411385,2,5,12,2,75,7,CJ-1100,REC
411430,3,2,52,1,1,7,WH-0500,REC
411464,4,5,51,3,2,8,MG-0100,REC
411491,4,0,0,1,1,7,BP-0600,REC
411543,2,8,59,1,64,7,GJ-0400,REC
411559,2,2,33,1,7,7,JN-0900,REC
411595,3,7,35,3,38,7,MC-2900,REC
411623,4,11,15,1,1,7,RG-1600,RUSH
411628,4,10,42,3,24,7,VD-0100,REC
411641,4,6,2,4,10,7,FG-0200,REC
411699,2,9,35,2,3,7,MJ-2500,RUSH
411738,3,11,40,1,98,6,TO-0200,REC
411795,4,1,2,3,3,8,MW-0400,REC
411804,1,15,0,0,97,7,JC-2300,KR
411858,2,5,39,2,8,7,HW-0100,REC
411871,2,1,55,2,10,7,HM-0200,REC
411889,3,10,54,3,21,7,LP-0700,REC
411930,4,8,40,2,8,7,RM-3900,REC
411940,4,4,58,1,2,7,JC-2300,REC
412021,2,10,13,1,23,7,PH-0400,REC
412036,2,5,1,2,8,7,VS-0100,REC
412044,2,1,17,2,3,7,BB-1900,REC
412075,3,4,16,1,7,7,SR-0500,REC
412096,4,10,29,2,34,7,SR-0500,REC
412105,4,8,9,3,1,6,JF-2800,RUSH
412166,2,14,6,2,7,7,JS-4800,RUSH
412184,2,7,15,1,28,7,KB-1500,REC
412211,2,0,18,3,4,7,KB-1500,REC
412223,3,11,47,3,1,7,JS-4800,RUSH
412232,3,8,44,2,2,7,BJ-0600,RUSH
412264,4,12,16,1,3,7,MH-2200,REC
412278,4,6,7,2,4,7,EW-0500,REC
412298,4,0,35,2,11,7,TG-1300,REC
412333,1,5,9,3,18,7,MC-1500,REC
412342,1,1,12,1,4,7,RM-3500,REC
412392,2,0,35,1,6,7,RM-3500,REC
412406,3,10,43,3,11,7,DT-0800,REC
412421,3,4,56,1,3,7,MB-1500,RUSH
412442,4,10,16,3,1,7,MB-1500,RUSH
412497,1,2,32,2,5,7,AB-2000,REC
412512,2,11,54,2,11,7,LF-0200,REC
412534,2,2,29,3,1,7,CW-1400,RUSH
412603,4,7,13,1,1,7,SJ-0200,RUSH
412647,1,6,3,3,2,7,LN-0100,REC
412716,3,6,52,2,1,7,LT-0600,RUSH
412778,4,0,39,4,8,6,MT-1300,RUSH
412803,1,5,57,3,53,7,LB-0600,INT
412819,1,0,0,1,4,7,RM-5000,REC
412832,2,10,27,2,2,7,LM-0300,RUSH
412857,2,0,55,4,4,7,BS-2400,BLPU
412879,3,9,51,2,29,7,JC-5400,REC
412926,4,5,9,3,1,7,LM-0300,RUSH
412961,1,5,39,1,1,7,CP-0500,RUSH
412989,2,7,13,2,1,7,CP-0500,RUSH
413008,2,1,3,2,10,7,ZM-0200,REC
413096,4,0,41,2,29,7,LM-1800,REC
413132,1,2,56,2,13,7,JA-2900,REC
413218,3,6,2,1,48,7,DJ-0200,REC
413226,3,2,57,1,15,8,KD-0400,REC
413257,4,5,38,1,10,7,LM-1000,RUSH
413297,1,6,48,3,3,7,SS-1600,REC
413322,2,12,57,3,13,7,KB-1900,REC
413342,2,4,6,3,12,7,AJ-0900,REC
413352,2,0,54,1,1,7,LW-1100,RUSH
413446,1,13,7,2,1,7,CJ-1100,REC
413474,2,15,0,1,7,7,DL-0600,REC
413539,3,6,43,3,7,7,DD-2600,REC
413554,3,0,47,3,21,7,JJ-4200,REC
413592,4,3,55,1,38,7,CW-3700,INT
413654,2,10,58,1,46,7,FJ-0300,RUSH
413680,2,0,38,2,9,7,MA-1400,REC
413704,3,5,44,2,4,7,DH-2800,REC
413721,4,13,18,2,6,7,RW-3200,REC
413819,2,7,21,3,1,7,KM-2900,RUSH
413887,4,10,20,3,17,7,BS-4100,REC
413975,2,6,38,2,22,7,JN-1800,REC
413979,2,5,49,1,42,7,AB-3800,REC
414009,3,11,48,2,8,7,CW-2200,REC
414089,4,0,26,4,5,7,RW-2200,REC
414130,2,13,0,3,4,7,BH-0800,REC
414148,2,5,32,2,31,7,RF-0500,RUSH
414188,3,5,56,2,1,7,RW-2600,RUSH
414203,4,13,55,1,3,7,FJ-0100,RUSH
414235,4,2,31,1,51,7,TO-0200,REC
414246,4,1,25,1,7,7,FJ-0100,RUSH
414320,2,1,18,3,4,7,JF-2900,REC
414347,3,6,57,2,9,7,BQ-0100,RUSH
414426,1,8,31,1,7,7,VL-0100,REC
414441,1,2,16,2,5,7,CB-3600,RUSH
414469,2,6,38,3,9,7,PG-0100,REC
414500,3,11,26,3,4,7,RW-1100,REC
414544,4,8,28,1,6,7,DC-1600,REC
414548,4,8,17,2,27,7,CS-1300,INT
414562,4,2,59,2,23,7,CS-1900,RUSH
414576,4,0,25,2,10,7,JJ-3900,REC
414615,2,15,0,2,15,7,PH-0400,REC
414623,2,12,17,2,24,7,JK-1800,REC
414633,2,8,13,3,10,7,CT-0100,REC
414667,2,0,20,3,6,7,VS-0100,REC
414726,4,6,39,2,5,6,AP-0700,RUSH
414753,1,8,59,3,67,7,DR-1100,INT
414810,2,0,33,2,3,7,TJ-2700,RUSH
414896,1,13,11,1,1,7,JC-0500,RUSH
414924,1,2,55,3,35,7,DJ-0200,REC
414939,2,11,46,2,4,7,SM-3600,REC
414995,3,8,41,3,10,7,FD-0200,REC
415041,4,7,27,3,1,8,EB-1900,RUSH
415084,1,7,59,1,3,7,JF-2800,RUSH
415109,2,13,41,2,1,7,DA-2100,REC
415139,2,1,50,4,65,7,JW-5300,INT
415193,4,14,0,2,2,7,JF-2800,RUSH
415233,4,0,50,3,1,7,SJ-0200,RUSH
415329,3,3,50,2,85,7,CJ-1700,RUSH
415331,3,3,37,0,99,7,LS-1700,KR
415346,4,12,27,2,6,7,TH-1600,RUSH
415390,4,0,6,4,10,7,KB-1900,REC
415419,1,4,19,3,19,7,AG-0500,REC
415441,2,10,53,3,7,7,CC-1300,REC
415446,2,10,9,1,1,7,LT-0600,RUSH
415462,2,2,58,2,15,7,AG-0500,REC
415465,2,2,43,1,40,7,PO-0100,FUM
415481,3,13,2,1,3,7,LT-0600,RUSH
415491,3,9,49,1,4,7,JC-2300,RUSH
415596,2,9,2,3,3,7,VD-0100,REC
415621,2,1,0,3,4,7,FG-0200,REC
415710,1,8,19,3,2,7,WM-0300,RUSH
415730,2,14,21,1,33,7,SH-1300,REC
415760,2,1,50,2,10,7,DM-0500,REC
415822,4,6,32,3,24,7,DD-1700,RUSH
415894,1,3,39,4,4,7,LM-0300,RUSH
415909,2,13,4,1,18,7,PT-0400,REC
415918,2,10,2,1,75,7,DH-2400,REC
415937,2,1,57,1,38,7,RM-3500,REC
415962,3,10,28,1,2,7,LM-0300,RUSH
415967,3,9,6,2,2,7,DD-1500,REC
416000,4,7,55,2,20,7,MC-2400,REC
416071,2,10,31,1,15,7,ML-2500,RUSH
416095,2,1,3,2,13,7,BE-0200,REC
416191,1,8,28,1,4,7,LW-0600,REC
416272,3,8,13,3,5,7,MV-0300,RUSH
416287,3,3,53,4,83,7,SB-1700,INT
416304,4,12,38,3,5,7,BC-0700,REC
416333,4,0,3,1,3,7,RW-2200,REC
416345,1,9,55,2,3,7,JS-6700,RUSH
416504,1,9,46,3,1,7,MF-1300,RUSH
416595,3,1,26,3,3,7,EB-0600,REC
416676,1,3,36,1,54,7,CJ-1100,REC
416693,2,12,0,3,45,7,JF-0300,INT
416707,2,6,4,1,36,7,CJ-1200,REC
416804,4,1,39,1,2,6,KS-1700,RUSH
416815,1,13,8,1,8,7,JA-0300,RUSH
416857,2,11,47,1,1,7,JA-0300,RUSH
416884,2,2,0,3,4,7,AC-2100,REC
416894,2,0,24,3,6,7,KB-1900,REC
416970,4,1,29,1,17,7,BS-0800,REC
417017,2,14,16,1,35,7,NH-1500,REC
417035,2,7,12,3,4,7,EW-0800,REC
417047,2,2,0,1,8,7,CB-3600,RUSH
417127,4,4,7,1,1,6,AJ-0900,REC
417158,1,7,27,2,7,7,DG-2100,REC
417199,2,7,7,2,2,7,KM-2900,RUSH
417242,3,10,35,2,7,7,BM-0300,REC
417267,3,2,49,1,30,7,AG-1200,FUM
417279,4,15,0,2,4,7,JC-2300,RUSH
417288,4,12,11,4,18,7,KM-2900,RUSH
417328,1,11,48,1,58,7,RM-5000,REC
417353,2,15,0,2,6,7,KF-0200,RUSH
417365,2,11,10,3,13,7,DB-1800,REC
417405,3,12,16,1,81,7,SA-0400,REC
417431,3,3,25,3,7,6,BH-0800,REC
417525,2,13,58,1,34,7,SH-1300,REC
417609,4,8,27,1,17,7,CS-0600,REC
417613,4,8,12,1,3,7,RM-3900,RUSH
417618,4,5,42,3,75,7,LM-1800,REC
417627,4,2,0,1,11,7,HW-0100,REC
417641,4,0,15,2,11,7,LM-1800,REC
417661,1,8,17,3,8,7,FD-0200,REC
417704,2,5,42,1,40,7,MC-2400,REC
417715,2,2,25,2,5,7,DT-1000,REC
417727,2,0,39,3,44,7,RM-3500,ORCV
417750,3,7,57,3,13,7,DT-1000,REC
417802,4,1,27,1,53,7,RM-3500,REC
417838,1,8,43,3,11,7,MM-1300,REC
417861,1,0,58,1,66,7,MT-1300,REC
417909,3,10,41,2,31,7,DS-3300,REC
417921,3,6,2,2,4,7,LT-0600,RUSH
417947,4,9,23,1,8,7,JH-2200,REC
417968,4,2,0,1,8,6,JH-2200,REC
418044,2,3,25,1,4,7,RW-3200,REC
418051,2,1,54,1,21,7,HN-0500,REC
418060,2,0,23,2,1,7,BJ-0600,RUSH
418091,3,4,4,2,5,7,RW-3200,REC
418094,3,3,52,1,74,7,BJ-0600,REC
418127,4,5,58,4,79,7,DH-3200,PR
418146,4,1,5,1,22,7,MA-1400,REC
418177,1,6,25,4,33,7,VD-0100,REC
418186,1,3,54,3,7,7,DB-3600,REC
418207,2,10,12,3,8,7,JF-2800,REC
418213,2,7,47,1,22,7,JM-6300,REC
418332,1,9,53,1,3,7,VS-0100,REC
418347,1,4,52,1,2,7,AB-2000,REC
418376,2,7,51,1,39,7,AB-2000,REC
418395,2,1,19,1,34,7,LF-0200,REC
418476,4,1,26,1,31,7,PH-0400,REC
418544,2,4,39,1,2,7,JF-1600,REC
418559,2,0,38,1,8,7,DD-2600,REC
418594,3,3,35,3,12,7,KW-0700,REC
418600,3,3,1,2,1,7,WM-0300,RUSH
418621,4,10,38,1,19,7,JF-1600,REC
418727,2,0,48,2,10,7,CJ-1000,RUSH
418846,2,9,53,3,6,7,RB-4900,REC
418868,2,0,56,3,3,6,MC-2400,REC
418893,3,9,19,3,21,7,RB-4900,REC
418901,3,6,19,2,50,7,MJ-0800,REC
418920,4,13,1,1,4,7,JS-4800,RUSH
419007,2,12,8,3,62,7,DM-0500,REC
419029,2,3,43,1,59,7,RR-0400,RUSH
419057,3,8,52,1,3,7,LM-0700,RUSH
419069,3,4,21,2,8,7,WM-0300,RUSH
419081,3,0,57,2,19,7,WM-0300,RUSH
419110,4,5,10,3,15,7,TS-2600,RUSH
419127,1,13,23,1,62,7,RG-1600,RUSH
419189,2,1,54,3,19,7,JK-1800,REC
419207,3,9,41,1,10,7,DA-1700,REC
419237,4,12,42,1,1,8,RG-1600,RUSH
419273,1,14,52,1,64,7,AJ-0900,REC
419303,1,2,56,3,4,7,RM-4400,RUSH
419317,2,12,58,1,17,7,AJ-0900,REC
419344,2,1,20,3,4,7,JC-0700,REC
419384,3,3,10,1,70,7,BP-0900,INT
419452,1,9,11,3,5,7,AC-2100,REC
419465,1,5,8,3,10,7,DC-1600,REC
419495,2,8,2,1,1,7,DC-1600,REC
419509,2,2,27,3,5,7,BM-0300,REC
419589,4,9,49,3,5,6,BM-0300,REC
419606,4,2,29,3,1,7,DC-1600,REC
419641,1,2,37,1,1,7,RW-2600,RUSH
419660,2,8,39,2,1,7,CH-2400,RUSH
419675,2,2,33,3,1,7,MJ-2500,RUSH
419802,1,0,13,3,9,7,TO-0200,REC
419875,3,3,4,1,76,7,JC-2300,RUSH
419986,2,8,50,3,9,7,SR-0500,REC
419998,2,4,3,1,15,7,CJ-1200,REC
420031,3,8,44,3,1,7,AP-0700,RUSH
420078,4,3,29,2,3,7,AP-0700,RUSH
420121,1,2,49,2,41,7,SS-2100,REC
420167,2,1,11,1,3,7,KF-0200,RUSH
420203,3,1,10,3,5,7,BW-0700,REC
420322,2,3,28,3,33,7,TJ-2700,RUSH
420386,4,9,14,1,7,7,TJ-2700,RUSH
420438,1,3,17,1,39,7,CJ-1700,RUSH
420448,1,0,20,1,66,7,CJ-1700,REC
420526,3,2,8,3,3,7,CJ-1700,RUSH
420537,4,13,8,4,11,7,RM-3100,REC
420549,4,7,39,4,1,7,AC-2700,REC
420555,4,5,52,2,45,7,VF-0200,INT
420612,1,0,13,1,6,7,FD-0200,REC
420622,2,11,15,4,1,7,JF-0400,RUSH
420657,2,1,1,2,17,7,FD-0200,REC
420713,4,11,25,2,1,7,QG-0100,RUSH
420720,4,9,47,1,1,7,QG-0100,RUSH
420768,1,4,34,2,1,7,LT-0600,RUSH
420854,3,0,1,2,6,7,MA-1400,REC
420865,4,11,2,1,14,7,AG-0500,REC
420898,4,0,7,2,9,7,PC-0900,REC
420909,1,11,39,2,8,7,BC-0700,REC
420915,1,9,57,1,60,7,SB-1700,FUM
420945,2,13,22,3,68,7,HN-0500,REC
420966,2,4,27,4,72,7,DJ-0200,PR
420976,2,1,35,2,3,7,AB-2600,RUSH
420986,2,0,16,1,1,6,MV-0300,RUSH
421000,3,9,26,4,1,7,BJ-0600,RUSH
421012,3,5,26,2,61,7,DH-3200,REC
421015,3,5,6,1,60,7,DJ-0200,REC
421044,4,5,54,2,1,8,LW-0600,RUSH
421060,4,1,35,1,4,7,KB-1500,REC
421097,1,3,58,2,5,7,VD-0100,REC
421147,2,0,55,2,35,7,MC-2900,REC
421191,4,14,11,4,1,6,CW-1400,RUSH
421204,4,9,27,3,2,7,FG-0200,RUSH
421256,2,14,19,3,6,7,DC-1600,REC
421270,2,8,34,2,9,7,MJ-2500,REC
421272,2,8,25,0,93,7,CS-1900,KR
421284,2,3,5,1,3,7,MJ-2500,RUSH
421292,2,0,40,2,23,7,AC-2100,REC
421314,3,8,37,3,16,7,MW-0400,REC
421323,3,5,37,1,27,7,DC-1600,REC
421335,3,0,53,3,13,7,MT-0900,REC
421365,4,5,33,3,65,7,RW-1100,REC
421400,1,11,33,1,49,7,MA-1400,REC
421414,1,5,19,1,3,7,MB-0400,RUSH
421494,3,8,6,2,2,7,MB-0400,RUSH
421522,4,12,41,2,1,7,MB-1500,RUSH
421536,4,8,6,1,7,7,LM-1500,REC
421570,1,12,4,2,14,7,TH-1100,REC
421590,1,2,28,1,7,7,TH-1100,REC
421616,2,6,1,4,49,7,EB-0600,PR
421645,3,12,32,1,32,7,DW-3700,REC
421652,3,10,27,2,18,7,DM-0500,REC
421758,2,12,39,1,13,7,RM-5000,REC
421788,2,0,28,3,1,7,LM-0300,RUSH
421861,4,3,7,1,11,7,LE-0300,REC
421900,1,1,43,1,1,7,LF-0200,REC
421930,2,4,5,1,1,7,TH-1600,RUSH
421970,3,7,45,1,101,7,LD-0400,INT
421977,3,5,21,1,64,7,MM-5300,RUSH
421999,4,13,48,1,18,7,CW-1400,RUSH
422023,4,3,48,2,1,7,DS-3800,RUSH
422030,4,1,59,3,5,7,AB-2000,RUSH
422069,1,4,12,0,100,7,JC-5600,KR
422093,2,10,9,1,9,7,CC-1300,REC
422106,2,4,19,1,47,7,JC-2300,RUSH
422114,2,2,44,0,103,7,JC-5600,KR
